,Planet Name,Full Phase Curve Noise Estimate 1.1-1.1566667um,Full Phase Curve Noise Estimate 1.1566667-1.2133333um,Full Phase Curve Noise Estimate 1.2133333-1.27um,Full Phase Curve Noise Estimate 1.27-1.3266667um,Full Phase Curve Noise Estimate 1.3266667-1.3833333um,Full Phase Curve Noise Estimate 1.3833333-1.44um,Full Phase Curve Noise Estimate 1.44-1.4966667um,Full Phase Curve Noise Estimate 1.4966667-1.5533333um,Full Phase Curve Noise Estimate 1.5533333-1.61um,Full Phase Curve Noise Estimate 1.61-1.6666667um,Full Phase Curve Noise Estimate 1.6666667-1.7233333um,Full Phase Curve Noise Estimate 1.7233333-1.78um,Full Phase Curve Noise Estimate 1.78-1.8366667um,Full Phase Curve Noise Estimate 1.8366667-1.8933333um,Full Phase Curve Noise Estimate 1.8933333-1.95um
537,TOI-1416b,1.2593857156333937e-05,1.2980709012348724e-05,1.3392011760352434e-05,1.3825056448666595e-05,1.4277652483300807e-05,1.4747988159091945e-05,1.5234646430520873e-05,1.5736420033311548e-05,1.6252254657703744e-05,1.678133417106684e-05,1.7322925184663806e-05,1.7876349438620427e-05,1.84411032141261e-05,1.901670529581442e-05,1.96026810630222e-05
538,TOI-2459b,3.1048804301952246e-06,3.1718749473239862e-06,3.246325090282053e-06,3.3272343107823135e-06,3.4138112136681618e-06,3.5054145289279336e-06,3.601541611119275e-06,3.70177337577022e-06,3.8057530166869423e-06,3.913200127482453e-06,4.023869728719075e-06,4.137542578145921e-06,4.2540503111022745e-06,4.373238124826061e-06,4.494959638835631e-06
539,TOI-3023b,1.7898489273708835e-05,1.859472153535984e-05,1.932038383946767e-05,2.0072924732451495e-05,2.0850232992757905e-05,2.165051567583723e-05,2.2472379622741385e-05,2.331460350668494e-05,2.417608470336157e-05,2.50559892148423e-05,2.5953539129135243e-05,2.686798446042906e-05,2.779879277456228e-05,2.8745429699799075e-05,2.9707340946264235e-05
540,TOI-3082b,2.7014483487660267e-05,2.7625658742440144e-05,2.830009817314832e-05,2.9029496307551913e-05,2.980724549469731e-05,3.062798073672661e-05,3.1487496982126505e-05,3.238228087864176e-05,3.330933381186261e-05,3.42663022911264e-05,3.5251124610188506e-05,3.6261949770148085e-05,3.729736071907075e-05,3.835604974910753e-05,3.943677514434659e-05
541,TOI-3912b,2.774718562923535e-05,2.8818929589693457e-05,2.9936524020046332e-05,3.1095955141975385e-05,3.229390479780036e-05,3.3527558070598854e-05,3.479472701019151e-05,3.609349574739032e-05,3.7422136911763856e-05,3.8779342705308755e-05,4.016389509598053e-05,4.157462167286695e-05,4.301068863115103e-05,4.447126074418644e-05,4.595547328722855e-05
542,TOI-4551b,3.819037769764953e-06,3.9368615975803115e-06,4.0620780868586525e-06,4.193870932008891e-06,4.331579820777477e-06,4.474658453862249e-06,4.622679565305254e-06,4.775279002450357e-06,4.932138605531183e-06,5.093012162404443e-06,5.257678311673959e-06,5.425932213314527e-06,5.597621833213715e-06,5.7726018305096695e-06,5.950728752180887e-06
543,TOI-858Bb,1.585907187855349e-05,1.6485911800769814e-05,1.7138539395557385e-05,1.7814769056483687e-05,1.851278834896936e-05,1.9231054207068893e-05,1.996836854091423e-05,2.0723678178076513e-05,2.1496029351275827e-05,2.228470228085264e-05,2.3089023247233645e-05,2.3908340269093127e-05,2.4742192401198785e-05,2.55901149370692e-05,2.645162373579992e-05
544,HD183579b,2.302760301788332e-06,2.391359491555894e-06,2.4837742794901642e-06,2.579668879698128e-06,2.678765840270457e-06,2.7808299249625062e-06,2.885678260433466e-06,2.9931508149900016e-06,3.1031034060835444e-06,3.2154268156508306e-06,3.3300194045969566e-06,3.4467834266675865e-06,3.5656492986467813e-06,3.6865473917751646e-06,3.8094056923968144e-06
545,HD1397b,1.646712541902294e-06,1.7075636003819732e-06,1.7712223298292292e-06,1.8374285657133895e-06,1.9059683876275543e-06,1.9766614442263106e-06,2.049367304096888e-06,2.123963824043579e-06,2.2003417284631954e-06,2.2784178218318167e-06,2.3581152910724963e-06,2.43936090052576e-06,2.522102019027096e-06,2.606286520601767e-06,2.6918610416371293e-06
546,NGTS-12b,1.616633039848775e-05,1.6786275754381333e-05,1.7433070762638866e-05,1.8104342034940726e-05,1.879812932672016e-05,1.9512771466005416e-05,2.0246976867805812e-05,2.099961586908628e-05,2.176967130349499e-05,2.2556372330687456e-05,2.3359002090513788e-05,2.417687169006798e-05,2.5009490323085808e-05,2.5856367296552203e-05,2.6716995551863515e-05
547,TOI-2570b,2.943236282715292e-05,3.0579758993968816e-05,3.1775475992161254e-05,3.301533735688203e-05,3.429588623015987e-05,3.561418590501911e-05,3.6967954722430115e-05,3.835519171491242e-05,3.977408963909596e-05,4.122328195400698e-05,4.2701493420894844e-05,4.420749395787828e-05,4.574041078487652e-05,4.729936741564752e-05,4.888345415658407e-05
548,TOI-778b,5.765802089274786e-06,6.023789995979953e-06,6.290426501066217e-06,6.565119346026971e-06,6.847366780552357e-06,7.1367310414221545e-06,7.432874950623299e-06,7.73549418183344e-06,8.044304865655481e-06,8.359097391582501e-06,8.679668952224571e-06,9.005816369776854e-06,9.337401381858064e-06,9.674278689013784e-06,1.0016290930184034e-05
549,TOI-1694b,1.407372918546907e-05,1.4543512265751605e-05,1.5039089250374226e-05,1.555779644695128e-05,1.6097465700156384e-05,1.665629031951404e-05,1.7232859361454827e-05,1.782596100946261e-05,1.8434526901320138e-05,1.9057735257118733e-05,1.9694839737569006e-05,2.034514171808129e-05,2.1008129005751464e-05,2.16833052675172e-05,2.237017356906856e-05
550,TOI-2443b,1.961869524971968e-06,2.0089786840348316e-06,2.060532970464466e-06,2.115963275589888e-06,2.174815699061743e-06,2.2367206754449712e-06,2.3013885785875816e-06,2.3685767187089108e-06,2.438077253067903e-06,2.50972735969739e-06,2.5833838653467307e-06,2.6589176579507717e-06,2.7362303260831658e-06,2.8152305850361866e-06,2.8958312555566504e-06
551,TOI-1452b,1.3482562304152809e-05,1.3486273473733097e-05,1.3543715461770873e-05,1.3645695869100209e-05,1.378512613241573e-05,1.3956439131357069e-05,1.4155295318131005e-05,1.4378187828990846e-05,1.4622235546707759e-05,1.488514716261318e-05,1.516499548115814e-05,1.5460131534064193e-05,1.57692412808851e-05,1.6091176011657796e-05,1.6424911694060358e-05
552,TOI-1516b,1.9638323052083274e-05,2.0503122307733135e-05,2.1397661299108452e-05,2.2319838091053487e-05,2.3267877814811274e-05,2.424023772390696e-05,2.5235728029967368e-05,2.625327917282139e-05,2.7291897886863537e-05,2.835084833737566e-05,2.9429422079920388e-05,3.052691293866428e-05,3.164283769135355e-05,3.2776691582031164e-05,3.392793093479879e-05
553,TOI-1431b,5.304783678405117e-06,5.5687192599569425e-06,5.840204169079236e-06,6.118834596775382e-06,6.404258839184583e-06,6.696160434608036e-06,6.994298244976808e-06,7.298447376222452e-06,7.608390593770945e-06,7.92397154264212e-06,8.245032964405174e-06,8.571411219659054e-06,8.902999451893433e-06,9.239680129956697e-06,9.581320854064638e-06
554,HATS-38b,2.343320454747221e-05,2.433960896678892e-05,2.528469658126538e-05,2.6265087608545625e-05,2.7277987492438992e-05,2.8321024999644548e-05,2.9392357158565133e-05,3.049036980540559e-05,3.1613607204630784e-05,3.276096742586589e-05,3.3931423867979145e-05,3.512398806126945e-05,3.633795726780529e-05,3.7572627279400486e-05,3.882726874094648e-05
555,K2-36c,1.30475839736457e-05,1.3453021491516401e-05,1.3883592333833528e-05,1.4336536710846618e-05,1.4809621054578963e-05,1.5300996351805747e-05,1.580921663300635e-05,1.6333048729978004e-05,1.687141441420164e-05,1.74234796966276e-05,1.798849413379732e-05,1.8565762622451357e-05,1.9154769777386507e-05,1.9755022344045467e-05,2.036603288693844e-05
556,TOI-4600b,5.468426877656724e-06,5.6528696202628394e-06,5.847261561642817e-06,6.0505853194376026e-06,6.2620120207106415e-06,6.480850250124002e-06,6.706560173621194e-06,6.938677617608028e-06,7.176792813651878e-06,7.420590856006346e-06,7.669785321783244e-06,7.924107648911938e-06,8.18336129858686e-06,8.447355438894377e-06,8.715898612044466e-06
557,TOI-1181b,1.664039731707495e-05,1.731613429109451e-05,1.8018431300987362e-05,1.874512678570091e-05,1.949442118558016e-05,2.0264775438085858e-05,2.1054996242237128e-05,2.1864029479332454e-05,2.2690915188374348e-05,2.353493186392457e-05,2.439539992804273e-05,2.527165730888641e-05,2.6163239373042157e-05,2.7069673925803314e-05,2.7990465215338347e-05
558,HAT-P-58b,2.416515951556594e-05,2.5161343291623483e-05,2.6195707285774588e-05,2.7265217657496523e-05,2.836734272255422e-05,2.9499911428844425e-05,3.066124191087075e-05,3.184984413235738e-05,3.3064356672059645e-05,3.430375876296839e-05,3.556708539055321e-05,3.685339270138849e-05,3.8162021175280365e-05,3.949229740055327e-05,4.084351120046023e-05
559,K2-329b,1.4423592601772957e-05,1.4925670128170796e-05,1.5453409469904546e-05,1.600426782826233e-05,1.6576167473266e-05,1.7167369370954572e-05,1.7776516839353203e-05,1.840243908292303e-05,1.904409812785279e-05,1.9700698638846595e-05,2.0371513756981854e-05,2.1055858286053785e-05,2.175323368570804e-05,2.2463152807570743e-05,2.3185123695165668e-05
560,TOI-5678b,4.376959550898042e-06,4.537346624125707e-06,4.7052413038597e-06,4.87994087316677e-06,5.060868070202912e-06,5.247536751396518e-06,5.439568265232321e-06,5.6366336612915415e-06,5.838439046355011e-06,6.044760450186833e-06,6.25539140272097e-06,6.470135383447119e-06,6.688850899674747e-06,6.911398099512578e-06,7.137634100055766e-06
561,TOI-620b,8.203199106219956e-06,8.308636942583385e-06,8.438385536116122e-06,8.58876667175829e-06,8.75689826071092e-06,8.940478785718485e-06,9.13770614118606e-06,9.347100051288503e-06,9.567421857455154e-06,9.797690639746711e-06,1.0037065342090277e-05,1.0284809841228938e-05,1.0540347269831758e-05,1.0803160519719705e-05,1.107277472806077e-05
562,TOI-5344b,3.753818808704192e-05,3.806744961176908e-05,3.8704667810523624e-05,3.943375642993435e-05,4.0242088743514136e-05,4.111956252067969e-05,4.2058265419451306e-05,4.305168578127268e-05,4.409436291414068e-05,4.518197583220135e-05,4.631081099332842e-05,4.7477609144081936e-05,4.8679822175446586e-05,4.991515878668558e-05,5.118150715512922e-05
563,HD73583b,4.00093543250729e-06,4.109292809442847e-06,4.226085520741696e-06,4.350297533900099e-06,4.481113689328315e-06,4.617865847943126e-06,4.760030704859706e-06,4.907166671538838e-06,5.058892426574501e-06,5.214910684567013e-06,5.374957632592375e-06,5.5387928045268434e-06,5.7062348889674785e-06,5.877113596015309e-06,6.051264032485723e-06
564,WASP-77Ab,1.5235058617961527e-05,1.5810287530645445e-05,1.6411098589783495e-05,1.7035184024728258e-05,1.768064145962346e-05,1.834586234894182e-05,1.9029595219626825e-05,1.973074812736046e-05,2.044834059008018e-05,2.1181628081048707e-05,2.192992036502993e-05,2.2692556384976657e-05,2.3469063406053826e-05,2.4258970713941022e-05,2.50617938378467e-05
565,LTT9779b,1.3534754089823142e-05,1.4025748236564317e-05,1.4540125008066295e-05,1.5075669860865021e-05,1.563056561992246e-05,1.6203283894935108e-05,1.6792633830974035e-05,1.7397582308979596e-05,1.8017207786292733e-05,1.8650807175705276e-05,1.9297733489332218e-05,1.995737213766945e-05,2.0629279662495193e-05,2.1313018781598476e-05,2.2008143795785758e-05
566,TOI-3364b,1.2702046429941156e-05,1.319076035349141e-05,1.3700521150671489e-05,1.4229476623490894e-05,1.4776096344735106e-05,1.5339082749173748e-05,1.5917427105822552e-05,1.6510246678429107e-05,1.711674615476535e-05,1.773632308701703e-05,1.8368416833027182e-05,1.9012488223582246e-05,1.9668153437040473e-05,2.0335028400542095e-05,2.1012715886116657e-05
567,TOI-1634b,2.5160559474372815e-05,2.539875124665952e-05,2.571781237661104e-05,2.6105030529246894e-05,2.6550490548383545e-05,2.7046313089120288e-05,2.7586334340842555e-05,2.8165515780573815e-05,2.877966458293947e-05,2.9425454475928035e-05,3.010005020305514e-05,3.080098750374082e-05,3.1526324239285794e-05,3.2274333034476024e-05,3.304344215697821e-05
568,TOI-4641b,1.4694739856227063e-06,1.5345274353502818e-06,1.6017991013252137e-06,1.6711338154071263e-06,1.7424004136796859e-06,1.8154847473655407e-06,1.8902988197906807e-06,1.9667634227367607e-06,2.044804891912985e-06,2.1243687133224356e-06,2.205402317403958e-06,2.287853216462774e-06,2.3716855593823836e-06,2.456861823178342e-06,2.5433415188701945e-06
569,TRAPPIST-1d,3.1596774471273036e-05,3.0916023656276347e-05,3.0435981947383054e-05,3.0117321135414196e-05,2.9930421096768552e-05,2.9852555810901144e-05,2.986622154597217e-05,2.9957576302267174e-05,3.0115506193434173e-05,3.033119305515964e-05,3.0597387207718124e-05,3.0908043715711155e-05,3.125829396634739e-05,3.1643996431071736e-05,3.2061575649626745e-05
570,TRAPPIST-1h,1.479844567133333e-05,1.447961395132332e-05,1.4254784953177003e-05,1.4105539190202325e-05,1.4018003987190312e-05,1.398153554312051e-05,1.3987935931811807e-05,1.4030722210489672e-05,1.4104689156591695e-05,1.4205706755972499e-05,1.4330379599026301e-05,1.4475876521826462e-05,1.4639917294726357e-05,1.4820562220198477e-05,1.5016136720528646e-05
571,TOI-244b,6.712426667803632e-06,6.7577013876817164e-06,6.825990395187609e-06,6.913574424933881e-06,7.017562770849464e-06,7.135666701388413e-06,7.266097438125125e-06,7.40739806018165e-06,7.558361138633051e-06,7.718027783409379e-06,7.885584166667067e-06,8.060326541782093e-06,8.241698116247604e-06,8.429206462899647e-06,8.622406509756944e-06
572,TOI-544b,1.3088152736852738e-05,1.3365190444284849e-05,1.3673966967990879e-05,1.4010210880796716e-05,1.4370532448232763e-05,1.4752187074443927e-05,1.5153023456028637e-05,1.5571249361931688e-05,1.6005340326368903e-05,1.6454097725468307e-05,1.6916475446352e-05,1.7391538415695427e-05,1.7878567713155126e-05,1.8376903251697983e-05,1.8885921847782387e-05
573,HD110067b,2.415790104599588e-06,2.4995170329156302e-06,2.5875553540260963e-06,2.679475931655249e-06,2.7749282639797165e-06,2.8736191271889103e-06,2.975319739788501e-06,3.0798327698847483e-06,3.1869833783971964e-06,3.2966375401949626e-06,3.4086728529564275e-06,3.5229740184654984e-06,3.6394570776116633e-06,3.7580400641250923e-06,3.8786402796634925e-06
574,HD110067c,1.9804248738953524e-06,2.0490628284660903e-06,2.121235191723639e-06,2.196590164828712e-06,2.2748404121688186e-06,2.3557455537014213e-06,2.439118038131731e-06,2.5247960960286888e-06,2.612636397198499e-06,2.7025290700499086e-06,2.794373771178952e-06,2.8880759810101796e-06,2.983566871249886e-06,3.080779247302282e-06,3.1796453144306496e-06
575,HD110067d,1.625010637640385e-06,1.6813305757473731e-06,1.740550624729327e-06,1.8023821208435892e-06,1.8665892947696344e-06,1.93297490593987e-06,2.0013850616956295e-06,2.0716870243351277e-06,2.143763186221398e-06,2.2175233937177545e-06,2.292885311411727e-06,2.3697713825539552e-06,2.4481251310261497e-06,2.527891421218578e-06,2.609014625084051e-06
576,HD110067f,1.1530372930327902e-06,1.1929994861867694e-06,1.2350194726347182e-06,1.278892429064886e-06,1.3244510637606403e-06,1.3715554233426823e-06,1.4200963122337912e-06,1.4699795454995408e-06,1.5211216738453673e-06,1.5734587281483663e-06,1.6269322867595241e-06,1.68148731876257e-06,1.7370837511456449e-06,1.7936824620638066e-06,1.851243980259783e-06
577,TOI-1442b,5.6284578985073235e-05,5.651989734653141e-05,5.696016526009769e-05,5.757145933165442e-05,5.832749749345906e-05,5.920753953955913e-05,6.019539158543346e-05,6.127790653581154e-05,6.244422792496264e-05,6.368572772042912e-05,6.499511065631057e-05,6.63660961221952e-05,6.779369927447736e-05,6.927353301102681e-05,7.080165501551389e-05
578,TOI-622b,4.752664156026808e-06,4.958529853112009e-06,5.171666625906152e-06,5.3915442512669395e-06,5.6177164454221975e-06,5.849796707510675e-06,6.08748659333176e-06,6.330518871322804e-06,6.57864645203184e-06,6.8316856939815806e-06,7.089460652308817e-06,7.351796823163474e-06,7.6185741346822314e-06,7.88966791754663e-06,8.164944627211315e-06
579,K2-138f,1.1615369956833062e-05,1.202770084686414e-05,1.246041082949607e-05,1.2911522283339494e-05,1.337941613504158e-05,1.3862734190044522e-05,1.4360417472897888e-05,1.4871549882860244e-05,1.5395316948864317e-05,1.5931095824824682e-05,1.6478315481431944e-05,1.703643571066393e-05,1.7605064972972333e-05,1.8183819064488547e-05,1.877230832046287e-05
580,TRAPPIST-1c,4.064035563057003e-05,3.9764761343488004e-05,3.9147322820303715e-05,3.8737455391091446e-05,3.8497061105123044e-05,3.839690933451099e-05,3.8414486455673935e-05,3.8531988632604954e-05,3.873512097915379e-05,3.901254140930985e-05,3.935492525094504e-05,3.975449739636343e-05,4.0204995745759654e-05,4.070109338851859e-05,4.123819150153771e-05
581,TOI-122b,2.9531516105510927e-05,2.970914830997834e-05,2.9989789531028918e-05,3.0356675693422833e-05,3.079678931907402e-05,3.1299833609854735e-05,3.185776316183554e-05,3.2464031297684137e-05,3.3113218127074345e-05,3.3801018400717945e-05,3.452378218541004e-05,3.5278357334362224e-05,3.606224756267894e-05,3.687324831689982e-05,3.770937042485865e-05
582,TOI-5126b,8.001082472362495e-06,8.334832285724634e-06,8.681124576243478e-06,9.038981885152966e-06,9.407586973100843e-06,9.786237467201999e-06,1.0174389642381858e-05,1.0571560639857009e-05,1.0977308093482884e-05,1.1391300981017824e-05,1.1813225415554648e-05,1.2242773416216654e-05,1.267973053411569e-05,1.3123876968072369e-05,1.3574980081994285e-05
583,TOI-500b,1.9809885011683753e-05,2.0308794838106394e-05,2.0851363239535826e-05,2.143212423123085e-05,2.2046708787350042e-05,2.2691550900742356e-05,2.336385639900344e-05,2.406127788057991e-05,2.4781798887751056e-05,2.5523842472546826e-05,2.6286017329960467e-05,2.7067063846637308e-05,2.7866025702268442e-05,2.8682011768964727e-05,2.9514166648100998e-05
584,TOI-1107b,1.0715385348672319e-05,1.1173592368427847e-05,1.1648327217176536e-05,1.2138356040312426e-05,1.264264278321303e-05,1.3160292614854811e-05,1.36906139452393e-05,1.4232989326991253e-05,1.478684971157331e-05,1.5351771149557428e-05,1.5927348941929572e-05,1.6513183221129782e-05,1.7108997695966705e-05,1.7714506797056964e-05,1.832940590583284e-05
585,K2-370b,1.6569119651056414e-05,1.7160421515201925e-05,1.778068443310805e-05,1.8427114264561807e-05,1.9097422211010183e-05,1.978968705972811e-05,2.050241109614773e-05,2.1234297795859875e-05,2.1984193559177663e-05,2.275121668863037e-05,2.3534558123025862e-05,2.4333451716705808e-05,2.5147342766374035e-05,2.597568632479749e-05,2.6817929042167972e-05
586,HD28109d,1.5764597611009304e-06,1.6418999519014817e-06,1.7098193841161582e-06,1.7800232780066988e-06,1.8523489113091297e-06,1.9266565615042607e-06,2.002838033540688e-06,2.0807973394181736e-06,2.1604466389112026e-06,2.2417201471049575e-06,2.324555562605149e-06,2.4088918369018355e-06,2.4946863995618686e-06,2.5818956866433275e-06,2.670473659046477e-06
587,HD110082b,4.054928535919797e-06,4.225419038782034e-06,4.402232901398841e-06,4.584883901694417e-06,4.77296497332706e-06,4.966125728822741e-06,5.164095059614316e-06,5.3666318073448935e-06,5.573514626485086e-06,5.784578111116255e-06,5.999665090332512e-06,6.218621012842486e-06,6.441338523271194e-06,6.667707297881519e-06,6.897610282973864e-06
588,TOI-3714b,4.6154975449231004e-05,4.670225785264563e-05,4.738963793476045e-05,4.819566905831971e-05,4.910356974269545e-05,5.009995867405285e-05,5.117436080072761e-05,5.231818441365591e-05,5.352425228508727e-05,5.478687732501673e-05,5.610119209248974e-05,5.746294550350063e-05,5.886880024060874e-05,6.031577187864633e-05,6.180112750706293e-05
589,TOI-3629b,3.075197859952623e-05,3.124458679240901e-05,3.18216297260558e-05,3.2470836155738675e-05,3.3182546867982595e-05,3.394901046081035e-05,3.476415366585231e-05,3.562296303164661e-05,3.652121939972193e-05,3.7455588878944387e-05,3.8423195352539986e-05,3.942150313283034e-05,4.044853762242313e-05,4.1502514131497585e-05,4.258177794808764e-05
590,TOI-1194b,1.718554892674241e-05,1.780943534324706e-05,1.8462996093745082e-05,1.914342311679092e-05,1.9848412035964664e-05,2.0576024508853393e-05,2.1324750300554143e-05,2.2093279086775463e-05,2.28804419242357e-05,2.368534704461629e-05,2.450717372853121e-05,2.5345142244047113e-05,2.6198690061276823e-05,2.7067262391009335e-05,2.7950293668966296e-05
591,TOI-5398b,5.794079748971048e-06,6.029778364503928e-06,6.274714038647457e-06,6.528137069173799e-06,6.789423141972907e-06,7.058038152597224e-06,7.33356802711066e-06,7.615646866438885e-06,7.903941329843882e-06,8.198200947859491e-06,8.498189706610322e-06,8.803677568881036e-06,9.114503177399948e-06,9.43050246096803e-06,9.751503074780522e-06
592,TOI-5398c,8.503854263197571e-06,8.849784378654647e-06,9.209271539173021e-06,9.58121542187788e-06,9.964699733511911e-06,1.0358940579724307e-05,1.0763330232530772e-05,1.1177331669222275e-05,1.1600455652304872e-05,1.2032334572782849e-05,1.2472622037840199e-05,1.292098042648462e-05,1.3377172917895171e-05,1.3840958708074368e-05,1.4312084850020059e-05
593,TOI-1670c,2.9666405478022773e-06,3.0907845946601228e-06,3.219569323296665e-06,3.352635015581007e-06,3.4896807557175047e-06,3.6304477644604154e-06,3.7747357540168313e-06,3.922366739698375e-06,4.0731775413353505e-06,4.227046118275909e-06,4.3838566506781114e-06,4.543495398254813e-06,4.705883239618461e-06,4.870938993349311e-06,5.0385766526344556e-06
594,K2-3b,7.2945493569663436e-06,7.4078339019597e-06,7.541384753479899e-06,7.692237241828129e-06,7.858059440242968e-06,8.03698147043948e-06,8.227538391066739e-06,8.428521861334592e-06,8.638915915223725e-06,8.857917453777842e-06,9.084834337590175e-06,9.319057069988771e-06,9.560110526043504e-06,9.807565849827673e-06,1.0061026035689542e-05
595,GJ367b,1.1133442841144192e-05,1.123178371997539e-05,1.1366453495743436e-05,1.153170318780742e-05,1.1723052531015844e-05,1.1936944276198905e-05,1.217059623773163e-05,1.2421736121553036e-05,1.268847488169875e-05,1.2969313483143622e-05,1.3262975495730818e-05,1.3568352868540356e-05,1.388457148812528e-05,1.4210854961751822e-05,1.454649798914519e-05
596,K2-174b,7.5683189872824545e-06,7.760491350146102e-06,7.969262483109114e-06,8.192562669103613e-06,8.428736905798e-06,8.676433777260408e-06,8.93459441058077e-06,9.202328824111824e-06,9.478872087673667e-06,9.763626187026422e-06,1.0056063186627293e-05,1.0355704780603964e-05,1.0662188092178784e-05,1.097517470136242e-05,1.1294339457524324e-05
597,TOI-628b,9.995783107455484e-06,1.0419319112296812e-05,1.0858364396924443e-05,1.1311742228924446e-05,1.177846612827381e-05,1.225768566939249e-05,1.2748743175554265e-05,1.3251052658094016e-05,1.3764075274770028e-05,1.4287408912382015e-05,1.4820670683449187e-05,1.536348326384876e-05,1.591558518192093e-05,1.647670703572415e-05,1.704656229302037e-05
598,TOI-712b,6.152499934930185e-06,6.322275495304168e-06,6.504870259262222e-06,6.6987570137697005e-06,6.902709197295318e-06,7.115720275046357e-06,7.337002016022634e-06,7.565888437926046e-06,7.801803597735762e-06,8.044298884910756e-06,8.2929755438618e-06,8.547469410730365e-06,8.807506447159968e-06,9.072828696387896e-06,9.34318576363155e-06
599,WASP-193b,1.7108320780710706e-05,1.7813593658646968e-05,1.85458971638051e-05,1.9303083413948808e-05,2.008336004077277e-05,2.088518999438537e-05,2.1707382556620497e-05,2.2548882819540752e-05,2.3408726931392685e-05,2.428619221499207e-05,2.5180595464497304e-05,2.609126845559293e-05,2.701774426468877e-05,2.7959546133377526e-05,2.8916171274512665e-05
600,TOI-1064c,5.586772483963204e-06,5.74865651568521e-06,5.921819015434679e-06,6.104957209366103e-06,6.297021724641307e-06,6.497148560538064e-06,6.704661421685236e-06,6.918986876355678e-06,7.139626949079456e-06,7.366194765032653e-06,7.598344845326213e-06,7.835759979621786e-06,8.078202791837162e-06,8.325448425271736e-06,8.577277115582639e-06
601,TOI-1842b,5.157997471167688e-06,5.3758799905602125e-06,5.601781551019226e-06,5.835090470944046e-06,6.0752942384599395e-06,6.321951297217703e-06,6.574720100689618e-06,6.833296532620493e-06,7.097401151579196e-06,7.366825309315377e-06,7.641370498150804e-06,7.920841264159751e-06,8.205102035362454e-06,8.494013273068019e-06,8.787426709666595e-06
602,Kepler-1517b,1.0651484269976982e-05,1.1166364464738286e-05,1.1696586596070984e-05,1.2241267127291946e-05,1.2799643172948605e-05,1.3371034803484714e-05,1.3954922194306728e-05,1.455082538468872e-05,1.5158285602254904e-05,1.57769701240129e-05,1.6406548157616407e-05,1.7046679274201946e-05,1.7697138515755835e-05,1.835768171200662e-05,1.902803684873103e-05
603,TOI-1231b,3.927199527791763e-06,3.964642090755539e-06,4.014686947632135e-06,4.075354488065686e-06,4.145100551274035e-06,4.2226979136964286e-06,4.30718652956466e-06,4.397781549916811e-06,4.493829791230164e-06,4.594813082384543e-06,4.7002896942912826e-06,4.809875648073345e-06,4.92326835265425e-06,5.040198638289955e-06,5.160421546075225e-06
604,Qatar-6b,1.4078384826526287e-05,1.4536384958771274e-05,1.502065746078961e-05,1.5528425266519127e-05,1.6057432834493144e-05,1.6605805339414447e-05,1.7172077826024946e-05,1.7754995460812945e-05,1.8353455428048422e-05,1.8966607634057143e-05,1.9593682739172425e-05,2.023396345591851e-05,2.0886921650975834e-05,2.1552047951536625e-05,2.2228834873186793e-05
605,TOI-559b,1.0810975175914698e-05,1.1244930160189099e-05,1.1696278029159924e-05,1.2163577906620052e-05,1.2645632295404425e-05,1.314141907996355e-05,1.365014527572316e-05,1.4171111895978623e-05,1.4703683943942232e-05,1.5247383301290813e-05,1.58017608683754e-05,1.636638039370683e-05,1.6940934731098896e-05,1.7525112827957256e-05,1.8118589208761312e-05
606,Kepler-63b,1.1695905931490575e-05,1.2133536174618688e-05,1.2590931941460402e-05,1.3066289662630289e-05,1.3558124200740299e-05,1.4065181372532671e-05,1.4586485058230704e-05,1.5121184717589873e-05,1.5668517820108227e-05,1.6227904691596318e-05,1.6798808868653996e-05,1.738071755001679e-05,1.7973263249443598e-05,1.8576080886785757e-05,1.9188795564592472e-05
607,K2-399b,5.1253277550665846e-05,5.3218734807114865e-05,5.526931544350403e-05,5.739749493650104e-05,5.959705858206542e-05,6.186273984746968e-05,6.419044392811831e-05,6.657658937221315e-05,6.901795138426509e-05,7.151208611380524e-05,7.405672084765007e-05,7.664967153917647e-05,7.928938215005886e-05,8.19742970010136e-05,8.470280852775701e-05
608,MASCARA-1b,6.477398577832376e-06,6.7942631209924375e-06,7.120408903611424e-06,7.455317159113577e-06,7.798538406267353e-06,8.149670505813167e-06,8.508406423094537e-06,8.874461521553444e-06,9.247562573115928e-06,9.62751203072985e-06,1.0014112570469516e-05,1.0407160202833469e-05,1.0806520783623341e-05,1.1212047922663581e-05,1.1623577789003386e-05
609,HD152843b,3.1401924992991204e-06,3.2744522850777633e-06,3.4135560856265766e-06,3.557142184165348e-06,3.7049068590716123e-06,3.856587796742966e-06,4.0119822602332995e-06,4.170909253191552e-06,4.333201972869145e-06,4.498736145414482e-06,4.667393144812694e-06,4.8390557662750755e-06,5.01364302253049e-06,5.191071210961795e-06,5.371251049742613e-06
610,WASP-189b,2.64422152122875e-06,2.778963827115405e-06,2.9174378832673127e-06,3.0594566469987054e-06,3.2048559104690483e-06,3.3534866403656794e-06,3.505235614831879e-06,3.659996282662337e-06,3.817664764016109e-06,3.978166784015817e-06,4.141426875903275e-06,4.30736576053461e-06,4.475932188174856e-06,4.6470691443951475e-06,4.820711798990446e-06
