,Planet Name,Full Phase Curve Noise Estimate 1.1-1.1425um,Full Phase Curve Noise Estimate 1.1425-1.185um,Full Phase Curve Noise Estimate 1.185-1.2275um,Full Phase Curve Noise Estimate 1.2275-1.27um,Full Phase Curve Noise Estimate 1.27-1.3125um,Full Phase Curve Noise Estimate 1.3125-1.355um,Full Phase Curve Noise Estimate 1.355-1.3975um,Full Phase Curve Noise Estimate 1.3975-1.44um,Full Phase Curve Noise Estimate 1.44-1.4825um,Full Phase Curve Noise Estimate 1.4825-1.525um,Full Phase Curve Noise Estimate 1.525-1.5675um,Full Phase Curve Noise Estimate 1.5675-1.61um,Full Phase Curve Noise Estimate 1.61-1.6525um,Full Phase Curve Noise Estimate 1.6525-1.695um,Full Phase Curve Noise Estimate 1.695-1.7375um,Full Phase Curve Noise Estimate 1.7375-1.78um,Full Phase Curve Noise Estimate 1.78-1.8225um,Full Phase Curve Noise Estimate 1.8225-1.865um,Full Phase Curve Noise Estimate 1.865-1.9075um,Full Phase Curve Noise Estimate 1.9075-1.95um
584,TOI-1107b,1.230915865504303e-05,1.2702270867710031e-05,1.310646887043631e-05,1.3521072820472844e-05,1.3945500649330552e-05,1.43792498655884e-05,1.4821883322954204e-05,1.52730179799097e-05,1.573231594081508e-05,1.6199477254442873e-05,1.6674234078992246e-05,1.715634591892824e-05,1.764559570944335e-05,1.8141786576409713e-05,1.8644739138559507e-05,1.915428924789887e-05,1.9670286086599878e-05,2.0192590555638424e-05,2.072107390358804e-05,2.1255616554188545e-05
585,K2-370b,1.9050138009063042e-05,1.9555665404837792e-05,2.0080792061909957e-05,2.0623977173377173e-05,2.1183918587379264e-05,2.175950661563917e-05,2.2349788204137113e-05,2.2953938857951806e-05,2.3571240433966128e-05,2.4201063420381662e-05,2.4842852680388967e-05,2.5496115894692932e-05,2.6160414124512182e-05,2.6835354053874465e-05,2.7520581571765413e-05,2.8215776430818483e-05,2.892064777672505e-05,2.9634930386304573e-05,3.035838148576343e-05,3.10907780466293e-05
586,HD28109d,1.8112150077763193e-06,1.8673310328237036e-06,1.925112625624918e-06,1.9844524579583988e-06,2.045258878800314e-06,2.107452973747527e-06,2.1709662687773243e-06,2.235738919393438e-06,2.3017182694080755e-06,2.3688576940667216e-06,2.4371156639708367e-06,2.5064549819680237e-06,2.5768421566611855e-06,2.648246884663723e-06,2.720641620046696e-06,2.794001214176476e-06,2.868302612748498e-06,2.9435245995810297e-06,3.019647578859967e-06,3.0966533891764418e-06
587,HD110082b,4.6584546858053015e-06,4.804684462148832e-06,4.955159410852448e-06,5.109611620234216e-06,5.267812059340482e-06,5.429563308902058e-06,5.594693881342174e-06,5.763053738602881e-06,5.9345107227024345e-06,6.108947688821209e-06,6.2862601842201784e-06,6.466354554980599e-06,6.6491463908350715e-06,6.83455923924767e-06,7.022523535481476e-06,7.212975707116283e-06,7.40585742038196e-06,7.601114942483881e-06,7.798698599351408e-06,7.998562312320185e-06
588,TOI-3714b,5.322576810274056e-05,5.366690469583854e-05,5.420511836306615e-05,5.4828492175834855e-05,5.5527224844933225e-05,5.6293182197530335e-05,5.7119557207735776e-05,5.8000609351853366e-05,5.893146266049377e-05,5.9907947710937634e-05,6.092647686956756e-05,6.198394494883697e-05,6.307764947258256e-05,6.42052262031113e-05,6.536459664496684e-05,6.655392502015425e-05,6.777158278819025e-05,6.901611921747982e-05,7.028623684160056e-05,7.158077088304222e-05
589,TOI-3629b,3.544419723220838e-05,3.5851138821234665e-05,3.631639414271041e-05,3.683315561403831e-05,3.7395802556811485e-05,3.799965298705783e-05,3.8640774770337516e-05,3.931584032676297e-05,4.002201367969249e-05,4.07568618008964e-05,4.151828440154663e-05,4.230445786609041e-05,4.311379013019269e-05,4.394488410073219e-05,4.479650779713167e-05,4.566756982167355e-05,4.655709908517784e-05,4.7464227953672944e-05,4.8388178162839684e-05,4.932824898524011e-05
590,TOI-1194b,1.975736445323507e-05,2.029095526784706e-05,2.0844612827696655e-05,2.1416788824403712e-05,2.2006173486661522e-05,2.2611649550664223e-05,2.3232256532262627e-05,2.3867162713321353e-05,2.4515642969452276e-05,2.5177061067032012e-05,2.585085541285268e-05,2.6536527495145855e-05,2.723363244032748e-05,2.7941771246130666e-05,2.866058435292938e-05,2.938974629077762e-05,3.012896119690028e-05,3.0877959041940565e-05,3.1636492436725965e-05,3.2404333917182414e-05
591,TOI-5398b,6.657572500041671e-06,6.859616703716317e-06,7.067872996329935e-06,7.28192824880018e-06,7.5014302618683005e-06,7.726076280914797e-06,7.955604036421675e-06,8.189784685159105e-06,8.428417197473113e-06,8.671323855992295e-06,8.918346616634273e-06,9.169344144559946e-06,9.424189382814931e-06,9.68276754465472e-06,9.944974445324788e-06,1.0210715107686656e-05,1.0479902590202329e-05,1.075245699658058e-05,1.102830463470441e-05,1.1307377298908842e-05
592,TOI-5398c,9.771185199354626e-06,1.00677214116976e-05,1.037337498198105e-05,1.068753956896351e-05,1.1009698256879614e-05,1.133940669886614e-05,1.1676279967228723e-05,1.2019982193363565e-05,1.2370218330092509e-05,1.2726727545205445e-05,1.3089277880582717e-05,1.3457661901924819e-05,1.383169313029635e-05,1.4211203095502055e-05,1.4596038887674048e-05,1.4986061110777248e-05,1.5381142162465713e-05,1.578116478056043e-05,1.6186020808624057e-05,1.6595610142574495e-05
593,TOI-1670c,3.408271374895105e-06,3.5147413877111514e-06,3.624327700323168e-06,3.736832103524072e-06,3.852085223292441e-06,3.969941123226981e-06,4.090273087952818e-06,4.2129702965251934e-06,4.337935173851979e-06,4.4650812638733945e-06,4.59433150803878e-06,4.725616841389738e-06,4.858875039587384e-06,4.994049765748962e-06,5.131089777539318e-06,5.2699482636752254e-06,5.410582285615104e-06,5.5529523052661286e-06,5.697021783443475e-06,5.842756836846149e-06
594,K2-3b,8.40809557140827e-06,8.501478468537421e-06,8.608863680482218e-06,8.728606224735413e-06,8.859348552653514e-06,8.999960341704728e-06,9.149492708119499e-06,9.307142993429137e-06,9.472227400605904e-06,9.644159524377572e-06,9.822433354645205e-06,1.0006609708279653e-05,1.0196305312942788e-05,1.0391183960175356e-05,1.0590949286175224e-05,1.0795338842693176e-05,1.1004119197829712e-05,1.1217081864565638e-05,1.1434039898797043e-05,1.1654825042163507e-05
595,GJ367b,1.2844049824510436e-05,1.2920669743963164e-05,1.3022518884298974e-05,1.3146398919236693e-05,1.3289686401331469e-05,1.3450209710502185e-05,1.3626156034218027e-05,1.3816000231964961e-05,1.4018449850649294e-05,1.4232402200589353e-05,1.4456910536509818e-05,1.4691157182457748e-05,1.4934432002949003e-05,1.5186115026915171e-05,1.5445662324344585e-05,1.5712594450555462e-05,1.598648693225213e-05,1.62669623884703e-05,1.655368396917714e-05,1.684634986241695e-05
596,K2-174b,8.712762838090226e-06,8.875374516452241e-06,9.049350934105922e-06,9.233547679898096e-06,9.427010668952958e-06,9.628937651253128e-06,9.838648667542724e-06,1.005556312903671e-05,1.0279181858929369e-05,1.050907289155416e-05,1.0744860146339836e-05,1.09862143220653e-05,1.1232845521170826e-05,1.1484497233346782e-05,1.174094139542533e-05,1.2001974309762966e-05,1.2267413252114899e-05,1.2537093636879374e-05,1.281086663568513e-05,1.3088597166859443e-05
597,TOI-628b,1.148307341581075e-05,1.1846386506247836e-05,1.2220107383832781e-05,1.2603587670583076e-05,1.2996272702824607e-05,1.3397684046283212e-05,1.380740582792202e-05,1.4225073945955255e-05,1.4650367473840626e-05,1.5083001753582373e-05,1.552272280200376e-05,1.596930274646046e-05,1.6422536074343563e-05,1.688223653086871e-05,1.7348234537066638e-05,1.7820375028056436e-05,1.829851563307656e-05,1.8782525135120028e-05,1.9272282160654397e-05,1.9767674059718644e-05
598,TOI-712b,7.0808922167850445e-06,7.224985939224997e-06,7.377836393412586e-06,7.5385997103654915e-06,7.706570553890907e-06,7.881154343521724e-06,8.061845888195014e-06,8.248212776437796e-06,8.439882337064492e-06,8.636531309249055e-06,8.837877589307999e-06,9.04367358426167e-06,9.253700819527159e-06,9.46776553356167e-06,9.685695055205626e-06,9.907334806257757e-06,1.0132545806917958e-05,1.0361202588294662e-05,1.059319143644033e-05,1.082840890795625e-05
599,WASP-193b,1.9656662651702603e-05,2.0261373626301645e-05,2.0884250567828986e-05,2.1524109919724794e-05,2.2179941591153204e-05,2.2850876363846654e-05,2.3536160449628725e-05,2.4235135432785898e-05,2.4947222311827804e-05,2.567190869372641e-05,2.6408738435390795e-05,2.715730320169634e-05,2.7917235536894575e-05,2.8688203140323733e-05,2.946990410747159e-05,3.0262062950176372e-05,3.106442724976492e-05,3.187676482751799e-05,3.2698861340436934e-05,3.353051822858579e-05
600,TOI-1064c,6.428686240084661e-06,6.566303935914612e-06,6.711614334986123e-06,6.863897873081744e-06,7.022552095126165e-06,7.187068304287528e-06,7.3570135755802886e-06,7.532016755337358e-06,7.711757456702446e-06,7.895957331433158e-06,8.084373088565602e-06,8.27679086618742e-06,8.473021660492427e-06,8.672897587734474e-06,8.876268807365531e-06,9.083000973839078e-06,9.292973114001888e-06,9.506075849296335e-06,9.722209899026914e-06,9.941284814047377e-06
601,TOI-1842b,5.925559250021161e-06,6.112451524272441e-06,6.304726013935555e-06,6.502045681396476e-06,6.704122282631479e-06,6.9107072560368415e-06,7.1215846012711125e-06,7.336565258513628e-06,7.555482631290208e-06,7.778188989691956e-06,8.004552557761011e-06,8.234455137230216e-06,8.467790155205147e-06,8.704461049527981e-06,8.944379925073446e-06,9.187466428911494e-06,9.433646803423686e-06,9.68285308499365e-06,9.935022422476489e-06,1.0190096494765189e-05
602,Kepler-1517b,1.2227441333557444e-05,1.2669918733747259e-05,1.3122615289178713e-05,1.3585044036091259e-05,1.4056782105775221e-05,1.4537459288635334e-05,1.5026749020692663e-05,1.5524361211034156e-05,1.6030036483034662e-05,1.6543541511945003e-05,1.7064665220487444e-05,1.7593215651675197e-05,1.8129017380466527e-05,1.8671909357383862e-05,1.9221743100896268e-05,1.97783811732814e-05,2.03416958883739e-05,2.091156821013831e-05,2.1487886809178103e-05,2.2070547250670205e-05
603,TOI-1231b,4.530187651242603e-06,4.559652097865782e-06,4.597864019659201e-06,4.643722413983593e-06,4.696323619201993e-06,4.754919167177813e-06,4.818883902443578e-06,4.887691587580778e-06,4.960896036889229e-06,5.03811638062639e-06,5.1190254492604295e-06,5.203340538418633e-06,5.290816007660901e-06,5.381237304375524e-06,5.474416104398013e-06,5.570186334526048e-06,5.66840089660017e-06,5.768928953555154e-06,5.87165366856358e-06,5.97647031174176e-06
604,Qatar-6b,1.6192783000030194e-05,1.6583449125483156e-05,1.699196246547796e-05,1.7416790588206582e-05,1.7856644441589956e-05,1.831043055363421e-05,1.8777214080051717e-05,1.9256189941485222e-05,1.97466600627418e-05,2.0248015263633907e-05,2.075972073078696e-05,2.1281304271583296e-05,2.18123467482269e-05,2.2352474233960833e-05,2.2901351539981698e-05,2.345867684109237e-05,2.4024177188013803e-05,2.4597604739747633e-05,2.5178733584199715e-05,2.5767357042125414e-05
605,TOI-559b,1.2422959227247614e-05,1.2794862137024965e-05,1.317847010456573e-05,1.35729890851461e-05,1.3977742846467258e-05,1.439215069212189e-05,1.481571009492861e-05,1.5247983022950079e-05,1.5688585073276525e-05,1.61371767625171e-05,1.659345648966673e-05,1.7057154807303203e-05,1.752802972483159e-05,1.800586283218803e-05,1.8490456080583823e-05,1.8981629093055647e-05,1.9479216905017515e-05,1.9983068055961652e-05,2.0493042969594298e-05,2.100901257220445e-05
606,Kepler-63b,1.344434614806966e-05,1.3818882086095175e-05,1.4206765612869556e-05,1.4607002462406594e-05,1.5018750005203267e-05,1.5441288151340936e-05,1.587399673769482e-05,1.6316337776644058e-05,1.676784139035931e-05,1.7228094568110617e-05,1.7696732106754683e-05,1.8173429254773864e-05,1.8657895696806185e-05,1.914987060130798e-05,1.9649118517638843e-05,2.015542595655777e-05,2.0668598524192298e-05,2.1188458507037277e-05,2.1714842826671592e-05,2.2247601299232474e-05
607,K2-399b,5.890845359547187e-05,6.059139319762518e-05,6.233174925493297e-05,6.412537424096789e-05,6.596874754775611e-05,6.785885577178877e-05,6.979309957976483e-05,7.176922052360075e-05,7.378524299435959e-05,7.583942778304621e-05,7.793023462567952e-05,8.005629176493346e-05,8.221637103756241e-05,8.440936734778243e-05,8.663428164764688e-05,8.889020674111164e-05,9.11763153765694e-05,9.349185020558398e-05,9.583611527243261e-05,9.820846876633111e-05
608,MASCARA-1b,7.435249674977395e-06,7.707593226239583e-06,7.986114686552316e-06,8.270528111402712e-06,8.560584760042166e-06,8.856066492929165e-06,9.156780563040182e-06,9.462555467332226e-06,9.773237613005614e-06,1.0088688616122038e-05,1.040878309546899e-05,1.0733406857606523e-05,1.106245539338098e-05,1.1395832624305852e-05,1.1733449850821311e-05,1.2075224864754935e-05,1.2421081196189365e-05,1.2770947471010097e-05,1.3124756860118317e-05,1.3482446604972333e-05
609,HD152843b,3.6072578217977174e-06,3.7224438288412904e-06,3.840878911346773e-06,3.962363766595254e-06,4.086727757716198e-06,4.21382357834523e-06,4.343523079911139e-06,4.475713976061537e-06,4.610297216012182e-06,4.7471848731707954e-06,4.886298434407225e-06,5.027567403576201e-06,5.170928153556229e-06,5.3163229763358026e-06,5.463699292074704e-06,5.61300898664963e-06,5.764207853713896e-06,5.917255122292271e-06,6.072113054785202e-06,6.228746603249924e-06
610,WASP-189b,3.0344895406046664e-06,3.150348983318543e-06,3.2686865877249995e-06,3.389399215587107e-06,3.512396553375487e-06,3.637598883254505e-06,3.7649353186113775e-06,3.894342393984587e-06,4.025762928175775e-06,4.159145099983057e-06,4.294441690919958e-06,4.431609460192711e-06,4.570608625267071e-06,4.711402427365777e-06,4.853956765764417e-06,4.998239888190041e-06,5.144222127260401e-06,5.2918756749326855e-06,5.4411743885114465e-06,5.592093623001813e-06
611,K2-403b,9.416000460846221e-06,9.674359968667295e-06,9.942172436093801e-06,1.0218721222522164e-05,1.0503399538459823e-05,1.0795689307626954e-05,1.1095144749618871e-05,1.1401379499662928e-05,1.1714056408338463e-05,1.2032879392915423e-05,1.2357586874472116e-05,1.268794645178399e-05,1.3023750547931968e-05,1.3364812828007907e-05,1.3710965232635499e-05,1.4062055506736979e-05,1.4417945129215497e-05,1.4778507569213772e-05,1.5143626809967781e-05,1.5513196093153216e-05
612,TOI-2193Ab,3.170229110235482e-05,3.2658527967254535e-05,3.3644474783492745e-05,3.4658137879525654e-05,3.569781841869747e-05,3.676205674511642e-05,3.7849588980715046e-05,3.895931283955195e-05,4.0090260452837294e-05,4.124157658074581e-05,4.2412501002561885e-05,4.360235417655399e-05,4.4810525479819386e-05,4.603646349970871e-05,4.727966796862344e-05,4.853968302428442e-05,4.9816091546043985e-05,5.110851037012871e-05,5.2416586227007294e-05,5.373999227533427e-05
613,TOI-1260b,1.7306184861369376e-05,1.7585215208298273e-05,1.7888738286512534e-05,1.8214138154268447e-05,1.855924182610437e-05,1.8922228576192085e-05,1.9301560544877652e-05,1.9695929064522235e-05,2.0104212724044728e-05,2.052544429739762e-05,2.0958784434635292e-05,2.1403500562228882e-05,2.1858949832278886e-05,2.232456524530378e-05,2.2799844280212053e-05,2.3284339519724712e-05,2.377765087508829e-05,2.427941910102903e-05,2.4789320358116587e-05,2.5307061630423655e-05
614,TOI-1260d,7.720857618047099e-06,7.845342222655779e-06,7.980753839338247e-06,8.125925410542414e-06,8.279887496065843e-06,8.441827810301174e-06,8.611060263534256e-06,8.787001016138404e-06,8.969149769789181e-06,9.157075013171004e-06,9.350402284698387e-06,9.548804759253237e-06,9.751995641268426e-06,9.9597219736479e-06,1.0171759565223657e-05,1.0387908808448768e-05,1.0607991210586397e-05,1.0831846500517814e-05,1.1059330202834209e-05,1.1290311593504105e-05
615,GPX-1b,4.424063639639709e-05,4.578440773073292e-05,4.736587362307472e-05,4.89830840591051e-05,5.06343537588749e-05,5.231821425586897e-05,5.403337622235055e-05,5.577869956334738e-05,5.7553169463308935e-05,5.93558770390418e-05,6.118600358994519e-05,6.30428076818196e-05,6.492561448074017e-05,6.683380688722922e-05,6.876681812119892e-05,7.072412548388996e-05,7.270524508081305e-05,7.470972733407732e-05,7.673715314687166e-05,7.87871306096574e-05
616,WASP-184b,2.9791178666199416e-05,3.0695282221977996e-05,3.1627183515065497e-05,3.258503388331002e-05,3.35672573121742e-05,3.457249904105101e-05,3.559958547129482e-05,3.6647492579577845e-05,3.7715320802231995e-05,3.880227489294736e-05,3.990764763907321e-05,4.103080659816247e-05,4.217118321817478e-05,4.3328263853571305e-05,4.45015823003961e-05,4.5690713556758234e-05,4.6895268578318816e-05,4.811488984667505e-05,4.934924760574485e-05,5.059803665011718e-05
617,NGTS-9b,3.4066687350315556e-05,3.515777257213344e-05,3.627947966491531e-05,3.742993986158292e-05,3.860755274167202e-05,3.9810936326702106e-05,4.103888804407927e-05,4.229035389196373e-05,4.356440385927842e-05,4.486021216475499e-05,4.6177041243479045e-05,4.7514228673221214e-05,4.88711764258919e-05,5.024734197215775e-05,5.164223087379049e-05,5.305539057854613e-05,5.4486405193338564e-05,5.593489105814535e-05,5.740049297911822e-05,5.888288100736672e-05
618,WASP-171b,3.9569405314342066e-05,4.076272137212387e-05,4.1993124886515465e-05,4.325812646330117e-05,4.45556048827079e-05,4.5883737598559095e-05,4.724094653716585e-05,4.8625855406957164e-05,5.0037255763220704e-05,5.1474079799903524e-05,5.293537835930667e-05,5.442030302498365e-05,5.592809143645685e-05,5.7458055165891655e-05,5.900956964695711e-05,6.0582065758878605e-05,6.217502275419991e-05,6.378796228410372e-05,6.542044332547532e-05,6.707205785292803e-05
619,TOI-4137b,1.936765871121697e-05,1.997580763812296e-05,2.0601602101664037e-05,2.1243929075005724e-05,2.1901837033306747e-05,2.257450576217492e-05,2.3261222765770846e-05,2.396136464976848e-05,2.467438229518637e-05,2.5399788950091877e-05,2.6137150588390943e-05,2.688607804557328e-05,2.764622055873825e-05,2.8417260424975024e-05,2.9198908556880084e-05,2.9990900762689016e-05,3.079299461547549e-05,3.160496680415779e-05,3.242661088087784e-05,3.325773533626256e-05
620,TOI-1468c,7.341734743068339e-06,7.382156603379301e-06,7.43721128357769e-06,7.505032631479836e-06,7.584090724340046e-06,7.67311976519596e-06,7.77106360540636e-06,7.877034104485575e-06,7.990278959175605e-06,8.110156600157299e-06,8.236116421938974e-06,8.367683078314469e-06,8.504443906669429e-06,8.646038781732417e-06,8.792151871483686e-06,8.942504894064915e-06,9.096851567878862e-06,9.254973016784181e-06,9.416673944817828e-06,9.581779434775198e-06
621,TOI-2567b,2.2400616588849604e-05,2.302962207260153e-05,2.368073821316281e-05,2.4352333471506905e-05,2.504302445618335e-05,2.57516283785422e-05,2.6477126091031622e-05,2.7218633062809313e-05,2.7975376374613976e-05,2.874667632553056e-05,2.95319316073589e-05,3.0330607263558008e-05,3.114222483988155e-05,3.1966354273656254e-05,3.2802607172533824e-05,3.365063121141538e-05,3.4510105435151054e-05,3.5380736299522834e-05,3.626225431754128e-05,3.715441120480369e-05
622,TOI-1899b,1.3152241320801828e-05,1.3297740589480044e-05,1.3465173741214187e-05,1.3651962126127544e-05,1.3855977785881427e-05,1.407544903098406e-05,1.430888863706e-05,1.4555038625782845e-05,1.481282735692871e-05,1.5081335864265863e-05,1.5359771206297025e-05,1.564744519325627e-05,1.5943757272742417e-05,1.624818066004105e-05,1.656025102063293e-05,1.687955717550996e-05,1.7205733421244464e-05,1.7538453147797505e-05,1.7877423505958426e-05,1.8222380928871294e-05
623,TOI-1468b,1.93744005840638e-05,1.948107146518723e-05,1.9626357486205383e-05,1.9805333982686404e-05,2.0013963579653517e-05,2.02489059143362e-05,2.0507373873393076e-05,2.0787023706995733e-05,2.108587013166672e-05,2.1402220084195957e-05,2.1734620549494642e-05,2.2081817117244704e-05,2.2442720795392302e-05,2.2816381234801513e-05,2.320196497358874e-05,2.3598737642509225e-05,2.4006049319100734e-05,2.4423322402266345e-05,2.485004151759486e-05,2.528574506900447e-05
624,TOI-2236b,1.9436442335014576e-05,2.0051200381436875e-05,2.068357857775665e-05,2.133247866690215e-05,2.199696115592624e-05,2.2676215691903395e-05,2.3369537904787345e-05,2.4076311126874004e-05,2.4795991829551244e-05,2.5528097922229106e-05,2.627219927578915e-05,2.7027909990157226e-05,2.779488204061646e-05,2.857280002244707e-05,2.9361376776881442e-05,3.0160349729085643e-05,3.096947780512707e-05,3.178853882262578e-05,3.2617327271193526e-05,3.345565241538753e-05
625,TOI-3331Ab,2.9309893444532153e-05,3.013254157830097e-05,3.0984129706542504e-05,3.186252120260912e-05,3.2765904459178995e-05,3.369273060962772e-05,3.464166511300554e-05,3.561154973653796e-05,3.6601372422946605e-05,3.761024319893572e-05,3.86373747568432e-05,3.968206668372101e-05,4.074369256120193e-05,4.182168934269553e-05,4.2915548550535255e-05,4.402480893770407e-05,4.51490503359258e-05,4.628788847073319e-05,4.744097056934431e-05,4.860797162217587e-05
626,TOI-3540Ab,1.977015014292028e-05,2.034907624632892e-05,2.0946928797529846e-05,2.1562383924611166e-05,2.2194315980535575e-05,2.2841759881685157e-05,2.350388177668564e-05,2.4179955974167845e-05,2.4869346625081192e-05,2.5571493053803636e-05,2.6285897916206384e-05,2.7012117567475955e-05,2.774975417167364e-05,2.8498449194887802e-05,2.9257878005576695e-05,3.0027745367058055e-05,3.080778165357964e-05,3.159773965688156e-05,3.239739187746912e-05,3.320652821597338e-05
627,TOI-1288b,1.3965435573038996e-05,1.4320869115763033e-05,1.4691114987822988e-05,1.5074959647892986e-05,1.5471379739816813e-05,1.5879505033265196e-05,1.6298589721921122e-05,1.6727989966075032e-05,1.716714615367573e-05,1.761556876429039e-05,1.8072827011102865e-05,1.8538539644494355e-05,1.901236745191486e-05,1.9494007099565192e-05,1.9983186043471527e-05,2.0479658298869753e-05,2.0983200903081527e-05,2.1493610942241396e-05,2.2010703039205642e-05,2.253430722079724e-05
628,NGTS-24b,3.933931096688317e-05,4.0493559945000096e-05,4.168541548208662e-05,4.291225408586952e-05,4.4171844771792965e-05,4.546227452028865e-05,4.6781890216904375e-05,4.81292529778769e-05,4.95031018849918e-05,5.090232494200553e-05,5.232593562649478e-05,5.377305381582371e-05,5.524289016104446e-05,5.6734733199934254e-05,5.8247938662109926e-05,5.9781920540575755e-05,6.133614359603483e-05,6.29101170305036e-05,6.450338912081537e-05,6.611554264447624e-05
629,TOI-1136f,3.139049411571141e-06,3.2302341227365573e-06,3.3244414876654724e-06,3.421457801518397e-06,3.521101459054329e-06,3.62321684566736e-06,3.7276695813476236e-06,3.8343427808004966e-06,3.94313408522392e-06,4.053953286092156e-06,4.166720407464899e-06,4.281364146609134e-06,4.397820596964987e-06,4.516032195338017e-06,4.635946848477033e-06,4.757517204159823e-06,4.880700039454053e-06,5.005455744578343e-06,5.131747885219286e-06,5.259542829592467e-06
630,CoRoT-36b,3.801170382253757e-05,3.929714336638086e-05,4.0615574224022413e-05,4.196517524101598e-05,4.334437823323303e-05,4.475182169548425e-05,4.618631447997563e-05,4.764680701979415e-05,4.913236832344789e-05,5.06421674275083e-05,5.217545832508375e-05,5.373156762780439e-05,5.530988439503827e-05,5.6909851694501044e-05,5.853095955603745e-05,6.017273905402713e-05,6.183475730997961e-05,6.351661324992692e-05,6.521793398452543e-05,6.693837170569937e-05
631,HATS-61b,2.7616219869499565e-05,2.8379531853610713e-05,2.917041992072513e-05,2.9986810954895305e-05,3.082694885336799e-05,3.168933360735344e-05,3.257267397349685e-05,3.347585033180187e-05,3.439788526371563e-05,3.5337920041874504e-05,3.629519569036862e-05,3.7269037610479094e-05,3.8258843011307596e-05,3.926407056440405e-05,4.0284231834910396e-05,4.1318884141695356e-05,4.236762457453056e-05,4.343008495394868e-05,4.450592756367702e-05,4.559484151977515e-05
632,TOI-3362b,7.515639285064651e-06,7.763371802342232e-06,8.017733144275947e-06,8.27833898419571e-06,8.54485927160878e-06,8.81700822058817e-06,9.094536466156769e-06,9.377224859042017e-06,9.66487951188223e-06,9.957327810906656e-06,1.0254415179414176e-05,1.0556002431772106e-05,1.0861963595048842e-05,1.117218410380881e-05,1.1486559294837462e-05,1.180499314457705e-05,1.2127397204236691e-05,1.2453689696876434e-05,1.2783794747981172e-05,1.3117641726651829e-05
633,TOI-2134b,2.633204173832694e-06,2.6857061057625655e-06,2.741506787002738e-06,2.800284771230159e-06,2.8617715539854067e-06,2.92574093474278e-06,2.9920008384719254e-06,3.0603869610457656e-06,3.1307577830291278e-06,3.2029906213160486e-06,3.276978475901399e-06,3.3526274915883963e-06,3.4298548994688433e-06,3.5085873358144405e-06,3.5887594601592953e-06,3.6703128122934356e-06,3.753194861342608e-06,3.837358210286815e-06,3.9227599270326006e-06,4.009360979118546e-06
634,HD3167c,2.1609445545770844e-06,2.2169023612449644e-06,2.2751235104483095e-06,2.335425617715469e-06,2.3976547475253906e-06,2.461679884852898e-06,2.5273886508098874e-06,2.594683948411206e-06,2.663481311588804e-06,2.733706791494817e-06,2.8052952573066705e-06,2.8781890197205408e-06,2.952336707797307e-06,3.027692346311368e-06,3.1042145929680603e-06,3.181866103989865e-06,3.2606130034649152e-06,3.340424437094949e-06,3.4212721950020754e-06,3.5031303913603513e-06
635,HD3167b,1.0521359414380963e-05,1.079486619766434e-05,1.1079361885576405e-05,1.1373964331065692e-05,1.1677928838688457e-05,1.1990621470391547e-05,1.2311498355503763e-05,1.2640089490301324e-05,1.2975985932507897e-05,1.331882958989266e-05,1.3668305010380448e-05,1.4024132730513732e-05,1.4386063847560591e-05,1.4753875560118418e-05,1.5127367481015708e-05,1.5506358570403096e-05,1.5890684570200188e-05,1.6280195846379035e-05,1.667475556498497e-05,1.7074238142796145e-05
636,TOI-2046b,3.0290273273962347e-05,3.124862757466679e-05,3.223443573771891e-05,3.3245987459129185e-05,3.4281819636324306e-05,3.5340670246117346e-05,3.642144229056378e-05,3.752317533492706e-05,3.8645022832963446e-05,3.978623390830308e-05,4.094613859920736e-05,4.212413581880532e-05,4.331968346196016e-05,4.4532290222197335e-05,4.576150878083008e-05,4.7006930104714734e-05,4.8268178645501386e-05,4.954490827642973e-05,5.083679883604709e-05,5.214355317410631e-05
637,TOI-954b,1.1510378777716522e-05,1.1840612592955287e-05,1.2182030609254466e-05,1.253382925851707e-05,1.2895326244933839e-05,1.3265937406872362e-05,1.3645158712780103e-05,1.4032552111089208e-05,1.4427734305313363e-05,1.4830367772227747e-05,1.5240153516574867e-05,1.5656825182170143e-05,1.6080144231371013e-05,1.6509895972650395e-05,1.694588626640163e-05,1.7387938776898115e-05,1.7835892666941408e-05,1.8289600653556482e-05,1.8748927359882236e-05,1.9213747911406083e-05
638,TOI-181b,1.344818393874994e-05,1.3766350761082563e-05,1.4099546190492182e-05,1.4446459398934513e-05,1.480598867294209e-05,1.5177200232936484e-05,1.5559296417954995e-05,1.5951590850337532e-05,1.63534888621973e-05,1.6764471930663965e-05,1.7184085197518142e-05,1.761192738390504e-05,1.8047642580925774e-05,1.8490913521339338e-05,1.894145602956948e-05,1.939901441581277e-05,1.9863357631692485e-05,2.033427604410531e-05,2.081157871391309e-05,2.1295091089260834e-05
639,TOI-1811b,2.022578024048484e-05,2.066465426853427e-05,2.1127513834436842e-05,2.1612134477789133e-05,2.2116652877905275e-05,2.2639494957382295e-05,2.31793204815217e-05,2.373497991912952e-05,2.4305480523130938e-05,2.488995941866039e-05,2.5487662070544637e-05,2.609792491895222e-05,2.6720161272917165e-05,2.735384977107298e-05,2.7998524880889805e-05,2.865376902827659e-05,2.931920604000088e-05,2.9994495650010812e-05,3.067932887317736e-05,3.1373424090323466e-05
