,Planet Name,Noise Estimate 1.1-1.1425um,Noise Estimate 1.1425-1.185um,Noise Estimate 1.185-1.2275um,Noise Estimate 1.2275-1.27um,Noise Estimate 1.27-1.3125um,Noise Estimate 1.3125-1.355um,Noise Estimate 1.355-1.3975um,Noise Estimate 1.3975-1.44um,Noise Estimate 1.44-1.4825um,Noise Estimate 1.4825-1.525um,Noise Estimate 1.525-1.5675um,Noise Estimate 1.5675-1.61um,Noise Estimate 1.61-1.6525um,Noise Estimate 1.6525-1.695um,Noise Estimate 1.695-1.7375um,Noise Estimate 1.7375-1.78um,Noise Estimate 1.78-1.8225um,Noise Estimate 1.8225-1.865um,Noise Estimate 1.865-1.9075um,Noise Estimate 1.9075-1.95um
556,TOI-4600b,5.9238672982270616e-05,6.0722035552243115e-05,6.226897257424188e-05,6.387419718467705e-05,6.553325459046904e-05,6.724235952996106e-05,6.899827046108446e-05,7.079819117477036e-05,7.263969312031836e-05,7.452065353774573e-05,7.643920577215396e-05,7.839369906241807e-05,8.038266576145373e-05,8.240479443252106e-05,8.445890762665443e-05,8.654394341573165e-05,8.865893995883182e-05,9.080302253392272e-05,9.297539258524796e-05,9.517531842810719e-05
557,TOI-1181b,4.3379873231712375e-05,4.469401705108522e-05,4.6048689438772264e-05,4.7441187952205396e-05,4.886920903434413e-05,5.0330772793261384e-05,5.182416432804349e-05,5.3347887505900764e-05,5.490062821160282e-05,5.64812248764359e-05,5.808864465460274e-05,5.9721964019736806e-05,6.138035284965753e-05,6.30630612853903e-05,6.476940881278526e-05,6.649877513704751e-05,6.82505925129955e-05,7.002433926454821e-05,7.181953428140965e-05,7.363573232316214e-05
558,HAT-P-58b,8.207032035130589e-05,8.459510415029912e-05,8.719573433032423e-05,8.986726931672333e-05,9.260549178736231e-05,9.54067725899818e-05,9.826796451499634e-05,0.00010118631855106608,0.0001041594172563984,0.00010718512129225087,0.00011026152617411051,0.00011338692702485338,0.00011655978964655751,0.00011977872662050151,0.00012304247743769294,0.0001263498918824471,0.00012969991605859987,0.00013309158057565987,0.00013652399051067526,0.00013999631683799487
559,K2-329b,8.856768529451271e-05,9.08586033522366e-05,9.324236110510799e-05,9.571146922253975e-05,9.825960694604816e-05,0.00010088139496144762,0.0001035722193898843,0.00010632809399533332,0.00010914555128566359,0.0001120215556878739,0.00011495343375228269,0.00011793881761325573,0.00012097559885771334,0.0001240618906300907,0.00012719599630434328,0.00013037638342890573,0.00013360166193373654,0.00013687056580401834,0.00014018193759033297,0.0001435347152527624
560,TOI-5678b,3.7607922950254195e-05,3.8633387938600786e-05,3.969678214504339e-05,4.0795209794099036e-05,4.192621989190728e-05,4.308772054365581e-05,4.4277912422348684e-05,4.549523658401186e-05,4.673833315024769e-05,4.80060083083121e-05,4.929720773876619e-05,5.061099505505733e-05,5.19465341842067e-05,5.330307487111483e-05,5.4679940677005666e-05,5.607651898333441e-05,5.749225261890039e-05,5.8926632808966474e-05,6.0379193207450926e-05,6.18495048214096e-05
561,TOI-620b,5.2657872288242784e-05,5.313455128870174e-05,5.370493998133584e-05,5.435766460903572e-05,5.508336214530749e-05,5.5874255382632373e-05,5.6723830572426264e-05,5.762659007325836e-05,5.857786055040371e-05,5.957364279518377e-05,6.061049306300081e-05,6.168542852033094e-05,6.279585130579429e-05,6.393948708878921e-05,6.511433501231562e-05,6.631862664415399e-05,6.755079210812237e-05,6.880943197730398e-05,7.009329382107017e-05,7.140125253377762e-05
562,TOI-5344b,0.0001823936443717561,0.00018421915188819544,0.00018635938762658711,0.00018877671272780224,0.00019144010676854742,0.0001943237748274531,0.0001974060895466538,0.00020066877850129932,0.00020409629344433485,0.0002076753159558692,0.00021139436649311537,0.00021524349260593537,0.00021921401832859116,0.00022329834125852342,0.00022748976711122268,0.00023178237395269982,0.00023617090010362286,0.00024065065105307774,0.00024521742173618,0.0002498674313043662
563,HD73583b,2.3303027766718863e-05,2.3768114080672003e-05,2.426237512132789e-05,2.478296946176175e-05,2.5327523582424822e-05,2.5894037861247953e-05,2.6480814297014933e-05,2.7086400349555375e-05,2.7709544872233695e-05,2.8349163216057395e-05,2.9004309360658258e-05,2.9674153479785878e-05,3.035796374689056e-05,3.105509147621719e-05,3.176495890816136e-05,3.2487049106166015e-05,3.32208975513418e-05,3.39660851109296e-05,3.472223212532348e-05,3.5488993411081846e-05
564,WASP-77Ab,4.31278046106562e-05,4.434045078462685e-05,4.5595624721841776e-05,4.6890193386579374e-05,4.8221500035849354e-05,4.9587272985649376e-05,5.09855546811497e-05,5.2414645995687976e-05,5.387306207913736e-05,5.535949705572646e-05,5.687279556782083e-05,5.8411929663338655e-05,5.99759798892335e-05,6.156411972174118e-05,6.317560266338148e-05,6.480975148610331e-05,6.646594921297844e-05,6.814363151701216e-05,6.98422802818809e-05,7.156141812067426e-05
565,LTT9779b,2.6674594019559177e-05,2.7394461476466895e-05,2.8141436080883908e-05,2.891342459996438e-05,2.9708656365786288e-05,3.0525621023121806e-05,3.136302021108032e-05,3.2219729678491726e-05,3.3094769299746734e-05,3.398727913518131e-05,3.489650016090529e-05,3.582175863843696e-05,3.6762453345567674e-05,3.77180450742671e-05,3.868804793823471e-05,3.967202213511999e-05,4.06695678858142e-05,4.168032033214203e-05,4.270394521953198e-05,4.3740135226228006e-05
566,TOI-3364b,4.86816433500077e-05,5.0077146225836705e-05,5.1519980337368906e-05,5.300674134870103e-05,5.453453885864133e-05,5.610089832810131e-05,5.770368477115518e-05,5.9341042783061266e-05,6.10113489676324e-05,6.271317387231202e-05,6.444525128359395e-05,6.620645327143304e-05,6.799576976169872e-05,6.981229170304863e-05,7.165519710819383e-05,7.352373940974557e-05,7.541723769211102e-05,7.733506845341723e-05,7.927665862260677e-05,8.12414796119546e-05
567,TOI-1634b,8.564128598142176e-05,8.619387261175406e-05,8.691209881775489e-05,8.777510184399e-05,8.876575934062209e-05,8.98698903295106e-05,9.107565084222273e-05,9.237307149937659e-05,9.375369990229383e-05,9.52103213329206e-05,9.673673860059188e-05,9.83275970179817e-05,9.997824413797551e-05,0.000101684616503131,0.00010344314756125626,0.00010525069229557294,0.00010710446515114932,0.00010900198861156592,0.00011094105036209092,0.00011291966741826124
568,TOI-4641b,9.76876019802905e-06,1.009197592471624e-05,1.0423786928845835e-05,1.0763698355281066e-05,1.1111285071943604e-05,1.1466178823439031e-05,1.1828058164375915e-05,1.2196640493751516e-05,1.2571675694529271e-05,1.2952941011827577e-05,1.3340236895769539e-05,1.3733383602183662e-05,1.413221839354951e-05,1.453659321900543e-05,1.4946372779465244e-05,1.5361432904423325e-05,1.5781659182651335e-05,1.6206945800964657e-05,1.6637194554493606e-05,1.7072313999093977e-05
569,TRAPPIST-1d,0.0002336989494594404,0.00022962243401872527,0.00022645117650817086,0.00022404360757069186,0.00022228640172538566,0.0002210878902656999,0.00022037320807685907,0.00022008067078611773,0.000220159037451966,0.00022056541907929035,0.0002212636639250205,0.00022222309881902863,0.00022341753914373262,0.00022482450356158443,0.00022642458623077256,0.00022820095121090907,0.00023013892244578258,0.0002322256490804676,0.00023444983058693155,0.00023680148969616174
570,TRAPPIST-1h,0.00018722829974059585,0.0001839623926554472,0.00018142173445773567,0.00017949290662297172,0.00017808511825476592,0.00017712492881730537,0.000176552360000111,0.00017631799326597327,0.00017638077684988346,0.0001767063501624968,0.00017726575017508169,0.00017803440302667747,0.0001789913308676165,0.000180118522737153,0.00018140043161303559,0.000182823569353787,0.00018437617821270928,0.00018604796270613207,0.00018782986939733866,0.00018971390498076374
571,TOI-244b,4.6352723722536584e-05,4.6554874297671196e-05,4.6852807684850836e-05,4.72341311857742e-05,4.7688698024268006e-05,4.820812348860632e-05,4.878541983371683e-05,4.941471755977102e-05,5.009105032356865e-05,5.081018728680485e-05,5.1568501218955945e-05,5.2362863827051655e-05,5.3190562017678114e-05,5.4049230396308426e-05,5.4936796468009666e-05,5.585143585199302e-05,5.6791535449736855e-05,5.77556629744441e-05,5.874254160191041e-05,5.975102877025039e-05
572,TOI-544b,5.053497900642215e-05,5.1314633932554654e-05,5.216743562600975e-05,5.30854556844067e-05,5.406211447082168e-05,5.509190404472688e-05,5.61701763533191e-05,5.729297953485474e-05,5.8456930120593824e-05,5.965911232252338e-05,6.0896997970299025e-05,6.216838234307498e-05,6.347133234734716e-05,6.480414436554529e-05,6.616530974001706e-05,6.755348633041292e-05,6.896747493598085e-05,7.040619964055851e-05,7.186869134033991e-05,7.335407386934643e-05
573,HD110067b,1.3766254561845094e-05,1.4120745569383753e-05,1.4489713963211917e-05,1.487198677479519e-05,1.5266574281893875e-05,1.5672634366767065e-05,1.608944490063455e-05,1.6516382127586097e-05,1.6952903583669096e-05,1.739853448026032e-05,1.785285675955848e-05,1.8315500229965028e-05,1.878613533418743e-05,1.9264467209278634e-05,1.9750230776634695e-05,2.024318665889445e-05,2.0743117765143938e-05,2.1249826419642496e-05,2.176313193522136e-05,2.228286855253364e-05
574,HD110067c,1.2582680017820495e-05,1.2906693125163172e-05,1.324393890362615e-05,1.359334523241775e-05,1.3954007482163827e-05,1.432515593746913e-05,1.4706130555666846e-05,1.5096361209203948e-05,1.54953520732861e-05,1.5902669179959615e-05,1.6317930414574574e-05,1.674079741331467e-05,1.7170968953073728e-05,1.7608175522192268e-05,1.8052174832599986e-05,1.8502748087766172e-05,1.8959696861496326e-05,1.9422840473520395e-05,1.989201377152205e-05,2.036706524756481e-05
575,HD110067d,1.2394562200370237e-05,1.2713731137910277e-05,1.3045934911037435e-05,1.339011742774111e-05,1.3745387583341674e-05,1.4110987170102026e-05,1.4486266013347361e-05,1.4870662509237478e-05,1.5263688245824734e-05,1.566491574320921e-05,1.6073968599560008e-05,1.6490513509781443e-05,1.691425375421438e-05,1.7344923850543255e-05,1.7782285133034422e-05,1.8226122076282695e-05,1.8676239220671652e-05,1.9132458587198207e-05,1.959461749266179e-05,2.0062566694250843e-05
576,HD110067f,1.0656066628325557e-05,1.0930468048007566e-05,1.121607600118871e-05,1.1511982526244479e-05,1.1817421507302005e-05,1.2131741084938255e-05,1.2454382279776407e-05,1.2784862260084026e-05,1.3122761119923986e-05,1.3467711338909337e-05,1.3819389310370953e-05,1.417750847950763e-05,1.4541813745380228e-05,1.4912076862956969e-05,1.528809264242004e-05,1.566967578855365e-05,1.6056658257447716e-05,1.6448887033926345e-05,1.6846222253184577e-05,1.7248535605620356e-05
577,TOI-1442b,9.191302537046289e-05,9.213271503469033e-05,9.255439296317297e-05,9.315130953228021e-05,9.390161070238435e-05,9.478727506058725e-05,9.579331355014511e-05,9.690715981430099e-05,9.811820065777596e-05,9.941741074784588e-05,0.0001007970657309648,0.00010225051495212298,0.00010377199991702278,0.00010535650817835955,0.00010699965488812982,0.00010869758612907512,0.00011044689951943702,0.00011224457861401216,0.00011408793839773631,0.00011597457975396635
578,TOI-622b,2.0506386559904444e-05,2.11699576487112e-05,2.185183518323375e-05,2.2550921779598264e-05,2.3266276730706906e-05,2.3997086951517906e-05,2.4742644239440618e-05,2.550232730241261e-05,2.62755874252959e-05,2.7061936940646698e-05,2.7860939881313685e-05,2.8672204345379674e-05,2.9495376216014306e-05,3.0330133961670003e-05,3.117618430394283e-05,3.203325858704593e-05,3.290110971828968e-05,3.377950957610936e-05,3.466824680314772e-05,3.556712491819469e-05
579,K2-138f,7.65949614498274e-05,7.861652270425758e-05,8.071720075982979e-05,8.289074076328292e-05,8.513185822724472e-05,8.743605104578284e-05,8.979945371038256e-05,9.221872309872603e-05,9.469094815110445e-05,9.721357780889928e-05,9.97843630502681e-05,0.00010240130990683052,0.00010506264110666472,0.00010776676454779696,0.000110512247220697,0.00011329779350829372,0.00011612222702609261,0.00011898447534311574,0.00012188355706109862,0.00012481857083501704
580,TRAPPIST-1c,0.0002519986618591312,0.00024760293633924993,0.0002441833546469962,0.0002415872618875651,0.0002396924586689265,0.000238400098199347,0.00023762945307809582,0.00023731400875974846,0.00023739851189925253,0.00023783671509411823,0.00023858963575200322,0.00023962419885119665,0.00024091216939703015,0.00024242930565888395,0.00024415468222746534,0.0002460701448301139,0.0002481598682073017,0.0002504099952225183,0.0002528083404639376,0.00025534414539607616
581,TOI-122b,0.000124895430950966,0.000125370055213423,0.00012610734570191737,0.0001270730853171477,0.00012823927564051886,0.00012958279419131915,0.00013108438189826898,0.00013272787058332913,0.00013449958715032692,0.00013638788942568295,0.00013838280117408995,0.00014047572259538784,0.00014265919882290573,0.00014492673339268805,0.00014727263687451398,0.00014969190321272532,0.00015218010806671445,0.00015473332473999233,0.00015734805426420375,0.00016002116694592656
582,TOI-5126b,3.27851942410954e-05,3.380602039645013e-05,3.4856891221626425e-05,3.593588576734425e-05,3.704136299390436e-05,3.817190933293275e-05,3.932629772920058e-05,4.050345533260838e-05,4.1702437779042626e-05,4.292240854084199e-05,4.4162622214747534e-05,4.54224108950026e-05,4.670117298374573e-05,4.7998363941807453e-05,4.931348859559725e-05,5.064609470045285e-05,5.199576752511149e-05,5.336212527112878e-05,5.474481517899411e-05,5.614351020212639e-05
583,TOI-500b,5.2967980374070245e-05,5.3948168996833094e-05,5.4997797438854874e-05,5.6109845783579506e-05,5.7278462962601106e-05,5.849873018213493e-05,5.976647937733757e-05,6.107815239595709e-05,6.243069068579375e-05,6.382144807893359e-05,6.524812124311063e-05,6.67086937757041e-05,6.820139092639475e-05,6.97246426693312e-05,7.127705338565269e-05,7.285737681790011e-05,7.44644952579537e-05,7.60974021568253e-05,7.775518751731455e-05,7.943702556306153e-05
584,TOI-1107b,4.079203255784853e-05,4.209478984836654e-05,4.343428497952018e-05,4.4808264981116295e-05,4.6214800902734894e-05,4.7652227509002784e-05,4.911909611554735e-05,5.061413733893453e-05,5.213623140726711e-05,5.3684384294829814e-05,5.525770838519275e-05,5.6855406686297686e-05,5.8476759854528765e-05,6.0121115457330785e-05,6.178787903274885e-05,6.347650660125538e-05,6.518649835893047e-05,6.691739333747568e-05,6.866876486009467e-05,7.044021665610519e-05
585,K2-370b,4.758776382921307e-05,4.8850585038585985e-05,5.016236573672505e-05,5.151925694600391e-05,5.2918005855594496e-05,5.4355840433943674e-05,5.5830379926141e-05,5.733956472140708e-05,5.88816008786672e-05,6.045491586029584e-05,6.205812291941652e-05,6.368999222901523e-05,6.534942730805576e-05,6.703544564252229e-05,6.874716265345204e-05,7.048377835419717e-05,7.224456618276949e-05,7.402886360443717e-05,7.583606416364854e-05,7.766561072920264e-05
586,HD28109d,1.4885381463548577e-05,1.5346568255542914e-05,1.5821443434207363e-05,1.630912492783154e-05,1.680885950698359e-05,1.731999861752245e-05,1.784197950906009e-05,1.837431035254716e-05,1.891655839569399e-05,1.9468340455248643e-05,2.002931522389171e-05,2.0599176998655614e-05,2.117765053214046e-05,2.176448677745384e-05,2.2359459349733507e-05,2.296236156617082e-05,2.3573003956097558e-05,2.4191212155367597e-05,2.481682511674646e-05,2.5449693581588572e-05
587,HD110082b,2.508382309612922e-05,2.5871209061772363e-05,2.6681453498662953e-05,2.7513113814849722e-05,2.8364956774783026e-05,2.9235919358565033e-05,3.0125078177576795e-05,3.103162533985472e-05,3.195484923014047e-05,3.28941190727519e-05,3.38488724335334e-05,3.48186050254438e-05,3.580286233462436e-05,3.680123269626007e-05,3.781334153344246e-05,3.883884653537322e-05,3.987743359918582e-05,4.0928813396335534e-05,4.199271845280268e-05,4.3068900654321226e-05
588,TOI-3714b,0.00017959114363992493,0.0001810795998535199,0.00018289560761565243,0.00018499895755198803,0.00018735657874967052,0.00018994102537835602,0.0001927293295860431,0.0001957021220474513,0.00019884295056376406,0.0002021377469228883,0.00020557440595006995,0.00020914245031069102,0.0002128327614743455,0.00021663736217426472,0.00022054923927772435,0.00022456219861446942,0.00022867074526242967,0.0002328699842514515,0.0002371555377493882,0.00024152347563493562
589,TOI-3629b,0.00013870746341494638,0.0001402999902593854,0.0001421207222979591,0.00014414301870966436,0.00014634488350911092,0.00014870799420146943,0.00015121696275607337,0.00015385876700846273,0.00015662230863628868,0.00015949806621713212,0.00016247782047228086,0.00016555443485732655,0.00016872167898132354,0.00017197408545445523,0.0001753068330389961,0.00017871565065474671,0.00018219673803742062,0.00018574669978475814,0.0001893624902340554,0.00019304136715575008
590,TOI-1194b,6.837570024027037e-05,7.022233548745777e-05,7.213841713071748e-05,7.411858683038173e-05,7.615831176880358e-05,7.825372535257885e-05,8.040150356668388e-05,8.259876802569213e-05,8.484300924065242e-05,8.713202535313279e-05,8.94638728180349e-05,9.183682640063298e-05,9.424934649563704e-05,9.670005224784954e-05,9.918769930399314e-05,0.00010171116128734295,0.00010426941428479203,0.00010686152378676043,0.00010948663363614567,0.00011214395663203438
591,TOI-5398b,3.043442317914969e-05,3.1358047938097496e-05,3.2310070636924126e-05,3.328860269757512e-05,3.4292034076557266e-05,3.5318980761573405e-05,3.636824381389661e-05,3.743877709971484e-05,3.85296616321811e-05,3.964008499420378e-05,4.076932470315365e-05,4.191673466102683e-05,4.3081734039733534e-05,4.426379810321457e-05,4.5462450581341714e-05,4.667725729567761e-05,4.790782080172439e-05,4.915377586162133e-05,5.041478559926625e-05,5.1690538219320676e-05
592,TOI-5398c,3.5514357566615286e-05,3.65921483219572e-05,3.770307703378593e-05,3.884493989373868e-05,4.0015858119359854e-05,4.121421668718379e-05,4.2438616538703686e-05,4.368783692562263e-05,4.496080546923013e-05,4.6256574148566024e-05,4.757429988846247e-05,4.891322874804801e-05,5.027268295083441e-05,5.16520501749148e-05,5.305077465396065e-05,5.446834973903099e-05,5.590431164653688e-05,5.7358234175268365e-05,5.88297242197515e-05,6.0318417941609144e-05
593,TOI-1670c,2.670006269369517e-05,2.7534138301091446e-05,2.8392626694552124e-05,2.927397512264592e-05,3.0176856725949623e-05,3.1100128253050646e-05,3.204279702816666e-05,3.300399489091744e-05,3.398295744762928e-05,3.497900741003419e-05,3.599154110902623e-05,3.702001749651492e-05,3.8063949113150206e-05,3.912289462133418e-05,4.019645259365375e-05,4.1284256315120746e-05,4.2385969409424114e-05,4.3501282139033845e-05,4.462990825957024e-05,4.577158233258626e-05
594,K2-3b,4.255089250117536e-05,4.302347580894636e-05,4.3566920703319e-05,4.417290241285867e-05,4.483455078416337e-05,4.554614558818319e-05,4.630288480394541e-05,4.710070641360945e-05,4.793614992204026e-05,4.8806247705060775e-05,4.970843899476092e-05,5.064050121482025e-05,5.1600494736946046e-05,5.258671810925943e-05,5.3597671521942736e-05,5.46320268017914e-05,5.568860261879106e-05,5.6766343881611444e-05,5.786430452126442e-05,5.898163303180008e-05
595,GJ367b,2.8991459412816648e-05,2.9164405120391532e-05,2.9394297970280757e-05,2.967391873273697e-05,2.9997345788710238e-05,3.0359677379308158e-05,3.0756821642413397e-05,3.118533604627657e-05,3.164230327884106e-05,3.2125234360105414e-05,3.263199230620558e-05,3.316073146724716e-05,3.3709848932594684e-05,3.4277945309820334e-05,3.4863792845600806e-05,3.546630934224749e-05,3.6084536682928745e-05,3.671762304714723e-05,3.736480810041431e-05,3.802541059583488e-05
596,K2-174b,4.605863399747273e-05,4.691825475343406e-05,4.783795339481917e-05,4.881168017421431e-05,4.983439147377818e-05,5.090184632648208e-05,5.20104502359439e-05,5.315713401195959e-05,5.433925883579598e-05,5.555454118970971e-05,5.6800992983618825e-05,5.807687341903046e-05,5.9380649998635974e-05,6.071096672151033e-05,6.206661796801591e-05,6.344652692298135e-05,6.484972764376945e-05,6.627535007479238e-05,6.772260745855343e-05,6.919078570728966e-05
597,TOI-628b,3.290544200684907e-05,3.394653766084411e-05,3.5017457458952175e-05,3.6116343434814486e-05,3.7241606166095994e-05,3.8391874670421844e-05,3.9565957238429776e-05,4.0762810514411555e-05,4.19815148639328e-05,4.3221254582274734e-05,4.448130186526942e-05,4.576100373006014e-05,4.705977126782526e-05,4.837707075420516e-05,4.971241625039789e-05,5.106536340860023e-05,5.243550425677651e-05,5.382246278464993e-05,5.5225891189015854e-05,5.664546666459166e-05
598,TOI-712b,4.747295383884178e-05,4.843901212986384e-05,4.9463778830689005e-05,5.054159632755659e-05,5.1667735782419515e-05,5.283821090510353e-05,5.4049634705484267e-05,5.529910813507068e-05,5.6584132666636505e-05,5.790254103851426e-05,5.9252441921937197e-05,6.063217536082436e-05,6.204027661973395e-05,6.347544664870229e-05,6.493652779559506e-05,6.642248371024781e-05,6.793238262002041e-05,6.946538333446469e-05,7.102072347268045e-05,7.259770951137407e-05
599,WASP-193b,6.946941887660934e-05,7.160655277049875e-05,7.380788775427819e-05,7.606924097209493e-05,7.838704262043633e-05,8.075822075931978e-05,8.318011139498907e-05,8.565038759342657e-05,8.816700308168267e-05,9.072814699051036e-05,9.33322072458759e-05,9.597774073384298e-05,9.866344881395765e-05,0.00010138815708880189,0.0001041507985852383,0.00010695039968923861,0.00010978606831760194,0.0001126569839179798,0.00011556238897197659,0.00011850158174076667
600,TOI-1064c,4.179691124173455e-05,4.269164998042602e-05,4.3636403795695896e-05,4.4626494350383805e-05,4.5658004707129694e-05,4.672762750957239e-05,4.783254804152892e-05,4.897035320080377e-05,5.0138959951999754e-05,5.133655857904938e-05,5.256156729518565e-05,5.381259565031735e-05,5.508841481245357e-05,5.6387933264327066e-05,5.7710176798789965e-05,5.9054271951393426e-05,6.041943219998358e-05,6.18049464061265e-05,6.321016908390749e-05,6.463451216683889e-05
601,TOI-1842b,2.5700747583926036e-05,2.6511349750447426e-05,2.7345296035879004e-05,2.8201124617246958e-05,2.9077585302529946e-05,2.9973600013057786e-05,3.088823189713102e-05,3.182066095135011e-05,3.2770164601903776e-05,3.373610210435947e-05,3.471790191087037e-05,3.571505136369382e-05,3.67270882274621e-05,3.775359368607033e-05,3.879418651466982e-05,3.98485182009454e-05,4.091626883822603e-05,4.199714364998926e-05,4.3090870033879375e-05,4.419719503553598e-05
602,Kepler-1517b,5.0902032217276205e-05,5.274403646538211e-05,5.462858238309437e-05,5.6553642772379314e-05,5.851745725867485e-05,6.05184846838407e-05,6.255536558356026e-05,6.462689232848579e-05,6.673198515082533e-05,6.886967273502924e-05,7.10390763803049e-05,7.323939698237045e-05,7.546990425834146e-05,7.772992776985947e-05,8.001884939809936e-05,8.233609699888315e-05,8.468113902312175e-05,8.705347993164661e-05,8.9452656267519e-05,9.187823327545501e-05
603,TOI-1231b,3.534290995572375e-05,3.557278107013831e-05,3.587089686911842e-05,3.6228667722358124e-05,3.663904358373917e-05,3.7096185171538e-05,3.759521524553936e-05,3.813202828890166e-05,3.8703143319767375e-05,3.930558892810855e-05,3.993681265380786e-05,4.0594608938076515e-05,4.127706138172224e-05,4.198249612171322e-05,4.2709443920017764e-05,4.3456609132683e-05,4.422284415227967e-05,4.5007128234641985e-05,4.580854986047117e-05,4.6626291964529834e-05
604,Qatar-6b,6.993812175105956e-05,7.162544474216574e-05,7.338985149728838e-05,7.522472330225317e-05,7.712449262235965e-05,7.908443665131576e-05,8.110051771050834e-05,8.316925858801485e-05,8.528764423275767e-05,8.745304353937801e-05,8.966314659963433e-05,9.191591397010392e-05,9.420953535602723e-05,9.654239573328808e-05,9.891304739056091e-05,0.0001013201867170097,0.0001037626348195492,0.00010623932125007184,0.0001087492702734279,0.00011129158922291673
605,TOI-559b,4.276164135222996e-05,4.404178552358559e-05,4.536222021452923e-05,4.6720212207066975e-05,4.811343381079079e-05,4.953988618379433e-05,5.099783955407183e-05,5.24857861516739e-05,5.4002402805602264e-05,5.554652096440801e-05,5.7117102473350845e-05,5.87132198550221e-05,6.033404014242562e-05,6.197881153619963e-05,6.364685232346734e-05,6.533754162035784e-05,6.705031159465553e-05,6.87846408971558e-05,7.054004908585555e-05,7.23160918701766e-05
606,Kepler-63b,6.9856733968784e-05,7.180282023406169e-05,7.381826048249966e-05,7.589788851458714e-05,7.803732603298052e-05,8.023283145520891e-05,8.248118241776369e-05,8.477958354051289e-05,8.712559334135245e-05,8.951706581925179e-05,9.195210338108552e-05,9.442901862010853e-05,9.694630305961355e-05,9.950260142061895e-05,0.00010209669030314913,0.00010472746041851497,0.00010739390169743655,0.00011009509074171244,0.00011283018019694142,0.00011559838970876247
607,K2-399b,9.96267232373516e-05,0.0001024729320195457,0.00010541624423830643,0.00010844964554438035,0.00011156718184094729,0.0001147637568218057,0.00011803497446153685,0.00012137701524412171,0.00012478653799469027,0.0001282606013409498,0.0001317966003689365,0.00013539221514527702,0.00013904536858472643,0.00014275419173529063,0.00014651699499442183,0.00015033224410067385,0.000154198539995645,0.00015811460184206249,0.00016207925263078855,0.0001660914069232916
608,MASCARA-1b,1.6737956038339555e-05,1.7351045657063844e-05,1.7978042753629108e-05,1.8618303620440418e-05,1.9271268301625792e-05,1.993644572960639e-05,2.0613401999490303e-05,2.1301751030040284e-05,2.200114705888904e-05,2.2711278561289307e-05,2.343186328374394e-05,2.4162644158251015e-05,2.4903385917711784e-05,2.5653872273830124e-05,2.6413903549473745e-05,2.7183294680678937e-05,2.7961873521227216e-05,2.874947939638095e-05,2.9545961862971842e-05,3.035117964131761e-05
609,HD152843b,1.5227322348962271e-05,1.571355719714626e-05,1.6213507371996297e-05,1.6726331556673987e-05,1.7251309441525678e-05,1.778781920199511e-05,1.8335319884344338e-05,1.8893337494041316e-05,1.9461453907875827e-05,2.0039297961204303e-05,2.0626538226443657e-05,2.122287711811998e-05,2.1828046046978786e-05,2.2441801410112616e-05,2.306392125217046e-05,2.3694202468938165e-05,2.433245845210436e-05,2.497851709509587e-05,2.5632219096132358e-05,2.6293416507285378e-05
610,WASP-189b,7.45068869725588e-06,7.735162454290691e-06,8.025720928727164e-06,8.322110881631414e-06,8.624110563024232e-06,8.931524238905224e-06,9.24417785888549e-06,9.56191559398936e-06,9.884597045213116e-06,1.021209497414054e-05,1.0544293443564147e-05,1.0881086282845002e-05,1.1222375812530173e-05,1.1568071777503405e-05,1.1918090449058916e-05,1.2272353864726242e-05,1.2630789181140252e-05,1.2993328120237207e-05,1.3359906492939215e-05,1.3730463787525183e-05
611,K2-403b,8.589657679228646e-05,8.82534370532699e-05,9.069653104735889e-05,9.321932128818718e-05,9.581627239579581e-05,9.848265826814823e-05,0.00010121441231551528,0.0001040080099616715,0.0001068603755928016,0.00010976880822210499,0.00011273092162052103,0.00011574459572978149,0.00011880793694900515,0.00012191924545555362,0.0001250769881436053,0.0001282797760805626,0.00013152634562077446,0.00013481554249842017,0.00013814630836150396,0.00014151766931727383
612,TOI-2193Ab,0.00010661948606918473,0.00010983545184171662,0.00011315133656750728,0.00011656043523477362,0.00012005703440499566,0.00012363622503987976,0.00012729375653086354,0.00013102592172756488,0.00013482946554433013,0.0001387015116833441,0.0001426395034100876,0.00014664115532537784,0.00015070441381422959,0.00015482742439448273,0.00015900850459233496,0.0001632461212756298,0.00016753887160603808,0.0001718854669472126,0.00017628471920155654,0.00018073552915336447
613,TOI-1260b,6.274652583842314e-05,6.375819796682849e-05,6.485867267123552e-05,6.603846540854424e-05,6.728969764922852e-05,6.860576804116249e-05,6.99811008117952e-05,7.141095116332907e-05,7.289125322856468e-05,7.441850016444743e-05,7.598964876454726e-05,7.760204295855026e-05,7.925335199171993e-05,8.094152011069974e-05,8.266472533953681e-05,8.442134549055191e-05,8.620992997370986e-05,8.80291762839795e-05,8.987791028625557e-05,9.17550696013019e-05
614,TOI-1260d,5.042291549963342e-05,5.123589211566593e-05,5.2120230209103776e-05,5.306830803023425e-05,5.407379441692127e-05,5.513138454286606e-05,5.623659773436715e-05,5.738562108648341e-05,5.857518728081764e-05,5.980247822905901e-05,6.106504841986453e-05,6.236076344328544e-05,6.36877503119721e-05,6.504435702883942e-05,6.642911945960609e-05,6.784073401923401e-05,6.927803501802498e-05,7.073997576693531e-05,7.222561273459961e-05,7.373409219632578e-05
