,Planet Name,Noise Estimate 1.1-1.1425um,Full Phase Curve Noise Estimate 1.1-1.1425um,Noise Estimate 1.1425-1.185um,Full Phase Curve Noise Estimate 1.1425-1.185um,Noise Estimate 1.185-1.2275um,Full Phase Curve Noise Estimate 1.185-1.2275um,Noise Estimate 1.2275-1.27um,Full Phase Curve Noise Estimate 1.2275-1.27um,Noise Estimate 1.27-1.3125um,Full Phase Curve Noise Estimate 1.27-1.3125um,Noise Estimate 1.3125-1.355um,Full Phase Curve Noise Estimate 1.3125-1.355um,Noise Estimate 1.355-1.3975um,Full Phase Curve Noise Estimate 1.355-1.3975um,Noise Estimate 1.3975-1.44um,Full Phase Curve Noise Estimate 1.3975-1.44um,Noise Estimate 1.44-1.4825um,Full Phase Curve Noise Estimate 1.44-1.4825um,Noise Estimate 1.4825-1.525um,Full Phase Curve Noise Estimate 1.4825-1.525um,Noise Estimate 1.525-1.5675um,Full Phase Curve Noise Estimate 1.525-1.5675um,Noise Estimate 1.5675-1.61um,Full Phase Curve Noise Estimate 1.5675-1.61um,Noise Estimate 1.61-1.6525um,Full Phase Curve Noise Estimate 1.61-1.6525um,Noise Estimate 1.6525-1.695um,Full Phase Curve Noise Estimate 1.6525-1.695um,Noise Estimate 1.695-1.7375um,Full Phase Curve Noise Estimate 1.695-1.7375um,Noise Estimate 1.7375-1.78um,Full Phase Curve Noise Estimate 1.7375-1.78um,Noise Estimate 1.78-1.8225um,Full Phase Curve Noise Estimate 1.78-1.8225um,Noise Estimate 1.8225-1.865um,Full Phase Curve Noise Estimate 1.8225-1.865um,Noise Estimate 1.865-1.9075um,Full Phase Curve Noise Estimate 1.865-1.9075um,Noise Estimate 1.9075-1.95um,Full Phase Curve Noise Estimate 1.9075-1.95um
632,TOI-3362b,5.057993589459417e-05,7.515639285064651e-06,5.224716530351579e-05,7.763371802342232e-06,5.395900642322429e-05,8.017733144275947e-06,5.571287275141451e-05,8.27833898419571e-06,5.750654306216917e-05,8.54485927160878e-06,5.9338094028234506e-05,8.81700822058817e-06,6.120584743381565e-05,9.094536466156769e-06,6.310832841353695e-05,9.377224859042017e-06,6.504423211361913e-05,9.66487951188223e-06,6.701239685065405e-05,9.957327810906656e-06,6.90117823299526e-05,1.0254415179414176e-05,7.104145183806813e-05,1.0556002431772106e-05,7.310055758247584e-05,1.0861963595048842e-05,7.51883285426188e-05,1.117218410380881e-05,7.730406033947062e-05,1.1486559294837462e-05,7.944710673853136e-05,1.180499314457705e-05,8.161687248316304e-05,1.2127397204236691e-05,8.381280721800358e-05,1.2453689696876434e-05,8.603440031076145e-05,1.2783794747981172e-05,8.828117641846026e-05,1.3117641726651829e-05
633,TOI-2134b,1.333667574987326e-05,2.633204173832694e-06,1.360258799828484e-05,2.6857061057625655e-06,1.3885207781330004e-05,2.741506787002738e-06,1.41829070348335e-05,2.800284771230159e-06,1.4494325835038447e-05,2.8617715539854067e-06,1.4818318519525006e-05,2.92574093474278e-06,1.515391226498349e-05,2.9920008384719254e-06,1.5500274902420334e-05,3.0603869610457656e-06,1.5856689662950706e-05,3.1307577830291278e-06,1.6222535180096276e-05,3.2029906213160486e-06,1.6597269519286294e-05,3.276978475901399e-06,1.6980417321891386e-05,3.3526274915883963e-06,1.73715593792145e-05,3.4298548994688433e-06,1.777032411799677e-05,3.5085873358144405e-06,1.81763806012696e-05,3.5887594601592953e-06,1.858943273924535e-05,3.6703128122934356e-06,1.900921447308827e-05,3.753194861342608e-06,1.9435485745952978e-05,3.837358210286815e-06,1.9868029114993467e-05,3.9227599270326006e-06,2.030664688825449e-05,4.009360979118546e-06
634,HD3167c,1.5377503574024238e-05,2.1609445545770844e-06,1.5775705078180036e-05,2.2169023612449644e-06,1.6190012760467358e-05,2.2751235104483095e-06,1.6619128754238616e-05,2.335425617715469e-06,1.7061957638502966e-05,2.3976547475253906e-06,1.7517567096874202e-05,2.461679884852898e-06,1.7985157429633147e-05,2.5273886508098874e-06,1.846403768465284e-05,2.594683948411206e-06,1.8953606792710777e-05,2.663481311588804e-06,1.9453338526204344e-05,2.733706791494817e-06,1.996276940750529e-05,2.8052952573066705e-06,2.0481488913597727e-05,2.8781890197205408e-06,2.100913148359844e-05,2.952336707797307e-06,2.1545369953076262e-05,3.027692346311368e-06,2.2089910126012794e-05,3.1042145929680603e-06,2.2642486260248627e-05,3.181866103989865e-06,2.3202857291312818e-05,3.2606130034649152e-06,2.377080365684742e-05,3.340424437094949e-06,2.4346124612461663e-05,3.4212721950020754e-06,2.492863595195733e-05,3.5031303913603513e-06
635,HD3167b,2.5276164162873572e-05,1.0521359414380963e-05,2.5933227768597457e-05,1.079486619766434e-05,2.6616690753567457e-05,1.1079361885576405e-05,2.7324433877026695e-05,1.1373964331065692e-05,2.8054668107392265e-05,1.1677928838688457e-05,2.8805870492955224e-05,1.1990621470391547e-05,2.9576734456891493e-05,1.2311498355503763e-05,3.036613087787639e-05,1.2640089490301324e-05,3.11730773265771e-05,1.2975985932507897e-05,3.1996713534120064e-05,1.331882958989266e-05,3.2836281668924474e-05,1.3668305010380448e-05,3.369111035726837e-05,1.4024132730513732e-05,3.4560601643501256e-05,1.4386063847560591e-05,3.544422027693868e-05,1.4753875560118418e-05,3.634148485410001e-05,1.5127367481015708e-05,3.725196045086827e-05,1.5506358570403096e-05,3.817525245909052e-05,1.5890684570200188e-05,3.9111001402951315e-05,1.6280195846379035e-05,4.005887855710589e-05,1.667475556498497e-05,4.1018582224596015e-05,1.7074238142796145e-05
636,TOI-2046b,7.40094096629259e-05,3.0290273273962347e-05,7.635099421720033e-05,3.124862757466679e-05,7.875965786735949e-05,3.223443573771891e-05,8.123122176075774e-05,3.3245987459129185e-05,8.376211104164027e-05,3.4281819636324306e-05,8.634924215938344e-05,3.5340670246117346e-05,8.898993477599417e-05,3.642144229056378e-05,9.168184222370795e-05,3.752317533492706e-05,9.442289610297004e-05,3.8645022832963446e-05,9.721126176817128e-05,3.978623390830308e-05,0.00010004530227558643,4.094613859920736e-05,0.00010292354896614886,4.212413581880532e-05,0.00010584467729317029,4.331968346196016e-05,0.00010880748682832134,4.4532290222197335e-05,0.00011181088462035524,4.576150878083008e-05,0.00011485387126259051,4.7006930104714734e-05,0.0001179355291630521,4.8268178645501386e-05,0.0001210550126166859,4.954490827642973e-05,0.0001242115393604897,5.083679883604709e-05,0.00012740438335563995,5.214355317410631e-05
637,TOI-954b,2.9997084895110884e-05,1.1510378777716522e-05,3.0857703992210555e-05,1.1840612592955287e-05,3.174747012566517e-05,1.2182030609254466e-05,3.266428912456254e-05,1.253382925851707e-05,3.36063828645065e-05,1.2895326244933839e-05,3.457222896761372e-05,1.3265937406872362e-05,3.556051388221373e-05,1.3645158712780103e-05,3.6570096006425036e-05,1.4032552111089208e-05,3.7599976435045466e-05,1.4427734305313363e-05,3.864927555211932e-05,1.4830367772227747e-05,3.971721414904752e-05,1.5240153516574867e-05,4.080309807759782e-05,1.5656825182170143e-05,4.1906305687166614e-05,1.6080144231371013e-05,4.3026277472277317e-05,1.6509895972650395e-05,4.416250748761089e-05,1.694588626640163e-05,4.5314536186365015e-05,1.7387938776898115e-05,4.6481944412299135e-05,1.7835892666941408e-05,4.7664348332700984e-05,1.8289600653556482e-05,4.886139514326466e-05,1.8748927359882236e-05,5.007275940975139e-05,1.9213747911406083e-05
638,TOI-181b,5.895628542247615e-05,1.344818393874994e-05,6.035111568913801e-05,1.3766350761082563e-05,6.181183075127628e-05,1.4099546190492182e-05,6.333268399264369e-05,1.4446459398934513e-05,6.490884554669934e-05,1.480598867294209e-05,6.653622176216672e-05,1.5177200232936484e-05,6.821131572618374e-05,1.5559296417954995e-05,6.993111838731115e-05,1.5951590850337532e-05,7.169302274598493e-05,1.63534888621973e-05,7.349475561926225e-05,1.6764471930663965e-05,7.533432292741225e-05,1.7184085197518142e-05,7.720996548043543e-05,1.761192738390504e-05,7.912012298835338e-05,1.8047642580925774e-05,8.1063404564627e-05,1.8490913521339338e-05,8.303856439521478e-05,1.894145602956948e-05,8.504448154653197e-05,1.939901441581277e-05,8.708014311199533e-05,1.9863357631692485e-05,8.914463006869966e-05,2.033427604410531e-05,9.123710534731433e-05,2.081157871391309e-05,9.335680371968437e-05,2.1295091089260834e-05
639,TOI-1811b,8.147080482189435e-05,2.022578024048484e-05,8.323861896085367e-05,2.066465426853427e-05,8.510304846148248e-05,2.1127513834436842e-05,8.70551330474796e-05,2.1612134477789133e-05,8.908736713764548e-05,2.2116652877905275e-05,9.119341024220186e-05,2.2639494957382295e-05,9.336786380553118e-05,2.31793204815217e-05,9.560609743857422e-05,2.373497991912952e-05,9.790411228926154e-05,2.4305480523130938e-05,0.00010025843263952826,2.488995941866039e-05,0.00010266601917088589,2.5487662070544637e-05,0.00010512419901964882,2.609792491895222e-05,0.00010763060895509811,2.6720161272917165e-05,0.00011018314889854082,2.735384977107298e-05,0.00011277994365359748,2.7998524880889805e-05,0.00011541931120370973,2.865376902827659e-05,0.00011809973629776556,2.931920604000088e-05,0.00012081984832119442,2.9994495650010812e-05,0.00012357840266108934,3.067932887317736e-05,0.00012637426493644085,3.1373424090323466e-05
640,TOI-2145b,1.4573207847468548e-05,4.2029504262941125e-06,1.5028973355122899e-05,4.334394364700491e-06,1.5498053177307518e-05,4.4696781854798185e-06,1.5979602011832597e-05,4.6085581013179895e-06,1.6472897460126886e-05,4.750825770618923e-06,1.697731702788714e-05,4.896301664433017e-06,1.749232015688795e-05,5.044829884385136e-06,1.8017434048558564e-05,5.196274074157901e-06,1.8552242376361577e-05,5.350514164112821e-06,1.9096376221310387e-05,5.507443757070347e-06,1.9649506734488183e-05,5.666968012161564e-06,2.021133915297527e-05,5.829001919006331e-06,2.0781607885166882e-05,5.993468880306365e-06,2.1360072447609525e-05,6.160299540018438e-06,2.1946514084817277e-05,6.329430808500763e-06,2.254073294064724e-05,6.500805046730432e-06,2.3142545677994418e-05,6.674369379817324e-06,2.3751783465122958e-05,6.850075116256894e-06,2.4368290263579558e-05,7.02787725416001e-06,2.4991921365544158e-05,7.207734059421158e-06
641,TOI-2152Ab,4.3776109693622216e-05,1.5219779999254279e-05,4.5237902880180296e-05,1.572800630943881e-05,4.673798940691351e-05,1.6249546187616958e-05,4.8274202710610646e-05,1.678364637783108e-05,4.98446797117511e-05,1.7329659137268424e-05,5.1447805055606404e-05,1.7887022850386612e-05,5.308216739511375e-05,1.8455246829640588e-05,5.474652478029895e-05,1.903389928231258e-05,5.643977700838197e-05,1.9622597697384976e-05,5.816094334744442e-05,2.022100110065653e-05,5.990914444703698e-05,2.0828803765545445e-05,6.16835875395299e-05,2.14457300679956e-05,6.34835542489443e-05,2.2071530247933925e-05,6.530839048169164e-05,2.2705976894551516e-05,6.715749799158624e-05,2.334886201368454e-05,6.903032730045968e-05,2.399999456650164e-05,7.092637172342745e-05,2.4659198392249235e-05,7.28451622997806e-05,2.5326310445858515e-05,7.478626347062944e-05,2.6001179295177908e-05,7.674926937566299e-05,2.668366383345565e-05
642,TOI-1246b,6.678582212774756e-05,1.9657064496217457e-05,6.844854548442843e-05,2.014645369920016e-05,7.018324152821824e-05,2.06570266161418e-05,7.198389405729676e-05,2.1187012498948923e-05,7.384543511259946e-05,2.173491969572563e-05,7.576355958567334e-05,2.229948108432192e-05,7.773458174626256e-05,2.2879611844112016e-05,7.975532306616885e-05,2.3474376439202126e-05,8.182302367400227e-05,2.4082962556915912e-05,8.393527184131326e-05,2.4704660353454653e-05,8.608994736262935e-05,2.5338845788948973e-05,8.828517573942258e-05,2.5984967142430415e-05,9.051929083725432e-05,2.6642534020712592e-05,9.279080424152521e-05,2.7311108338872016e-05,9.509837994887434e-05,2.7990296871170108e-05,9.744081333874254e-05,2.8679745061755487e-05,9.981701360139792e-05,2.9379131852706428e-05,0.00010222598897486442,3.0088165338817494e-05,0.00010466683427817233,3.080657909826239e-05,0.00010713872033251104,3.1534129078922864e-05
643,HD15906c,2.775788082499192e-05,3.1064732465977664e-06,2.8357925152695273e-05,3.173626126982818e-06,2.8990970193045892e-05,3.244472222696653e-06,2.965394802479195e-05,3.318668192857034e-06,3.034428914708708e-05,3.3959264764038554e-06,3.1059823209292876e-05,3.476004182453751e-06,3.179870252545863e-05,3.5586945305608287e-06,3.2559342522798554e-05,3.64382018611524e-06,3.334037492218655e-05,3.731228020622563e-06,3.414061059460727e-05,3.820784954850407e-06,3.49590098448055e-05,3.912374633176552e-06,3.5794658449311686e-05,4.005894741927721e-06,3.664674819175619e-05,4.101254831024328e-06,3.751456094176773e-05,4.198374532199069e-06,3.839745554745096e-05,4.297182092092151e-06,3.929485697795618e-05,4.397613157161538e-06,4.0206247277759894e-05,4.499609761347541e-06,4.11311579890476e-05,4.603119478037443e-06,4.206916377098973e-05,4.708094705978249e-06,4.3019877000410006e-05,4.81449206502021e-06
644,TOI-2497b,1.7269122225357616e-05,5.011144034804768e-06,1.7894161974559777e-05,5.192517712624425e-06,1.8533633148812425e-05,5.378079093131673e-06,1.9186848367584e-05,5.567628712636035e-06,1.9853210708810783e-05,5.760993356633625e-06,2.0532197570464786e-05,5.9580213767661184e-06,2.1223347950498712e-05,6.158578999722449e-06,2.1926252324641222e-05,6.362547389983204e-06,2.264054451925922e-05,6.569820291492444e-06,2.3365895131392377e-05,6.780302118287076e-06,2.4102006159606104e-05,6.99390639648083e-06,2.4848606590552693e-05,7.210554483575089e-06,2.5605448745951452e-05,7.430174508427669e-06,2.6372305239177187e-05,7.6527004881174e-06,2.7148966424044007e-05,7.878071587633675e-06,2.793523824365645e-05,8.10623149565728e-06,2.8730940406519042e-05,8.337127895304922e-06,2.953590483195705e-05,8.570712013022298e-06,3.0349974318435062e-05,8.806938232157556e-06,3.117300139736043e-05,9.045763760358613e-06
645,TOI-2445b,0.00012432061833132633,8.999267714253767e-05,0.00012462513278542638,9.021310776234062e-05,0.00012520235272211235,9.063094325977982e-05,0.0001260161876437221,9.122005859986412e-05,0.00012703715024146335,9.195910863570184e-05,0.00012824092300597886,9.283049051269116e-05,0.00012960727899668023,9.381956243964422e-05,0.00013111925961857378,9.49140485013947e-05,0.00013276254133360603,9.610358023651695e-05,0.00013452494293723734,9.737933996680073e-05,0.00013639603858315016,9.873378067523314e-05,0.00013836685119030995,0.0001001604040708142,0.00014042960754363744,0.00010165358331187935,0.00014257754117376115,0.00010320842031553842,0.0001448047325537326,0.00010482063007995776,0.0001471059786735734,0.00010648644627254154,0.00014947668591576177,0.00010820254368509738,0.0001519127815420899,0.00010996597416132156,0.00015441064014506446,0.00011177411335675347,0.00015696702220721568,0.00011362461626335123
646,TOI-1422b,3.7264462824977895e-05,7.605959644073594e-06,3.836213288061835e-05,7.830002432102547e-06,3.9495325109882375e-05,8.061295565328198e-06,4.066157462923723e-05,8.299335942316742e-06,4.185878474910113e-05,8.543695612813794e-06,4.308515710710046e-05,8.794007517412029e-06,4.433913724064178e-05,9.049954378500075e-06,4.5619371762818634e-05,9.311259959540147e-06,4.6924674354893846e-05,9.577682123875601e-06,4.82539985265096e-05,9.849007274883114e-06,4.960641562047524e-05,1.0125045866582956e-05,5.0981096917995593e-05,1.0405628751180292e-05,5.237729897655348e-05,1.0690604186415753e-05,5.379435153624893e-05,1.0979835367157487e-05,5.523164748189035e-05,1.1273198376587793e-05,5.668863446187203e-05,1.157058047555242e-05,5.81648078510439e-05,1.1871878666228895e-05,5.965970481056675e-05,1.2176998479697877e-05,6.117289924839491e-05,1.2485852947339448e-05,6.270399752327713e-05,1.2798361723987076e-05
647,TOI-2154b,6.436714868666616e-05,1.7576678336304356e-05,6.641313331920592e-05,1.813537348594088e-05,6.851727354064361e-05,1.8709949128971526e-05,7.067597435684667e-05,1.9299423583641272e-05,7.288615911268206e-05,1.990295671055092e-05,7.514517290004576e-05,2.0519823536376213e-05,7.745070703250016e-05,2.1149393630226213e-05,7.98007394097899e-05,2.1791114819036293e-05,8.219348699761226e-05,2.2444500211262528e-05,8.462736763783431e-05,2.3109117768432703e-05,8.710096911202556e-05,2.3784581857353492e-05,8.961302389311399e-05,2.44705463555683e-05,9.216238839445262e-05,2.516669898491887e-05,9.474802580230145e-05,2.587275662362688e-05,9.736899178424947e-05,2.6588461403705787e-05,0.00010002442252158004,2.7313577442969825e-05,0.00010271352463169994,2.8047888093160953e-05,0.00010543556663715446,2.8791193610400586e-05,0.00010818987170752797,2.954330917322706e-05,0.0001109758114547257,3.03040631882789e-05
648,HAT-P-60b,2.283758968770244e-05,7.779271201139787e-06,2.3555839161979922e-05,8.023931759757726e-06,2.429487274819052e-05,8.275672104185535e-06,2.5053382845879065e-05,8.534046820581266e-06,2.5830251435554406e-05,8.798675072922e-06,2.6624514652460044e-05,9.069228535607506e-06,2.7435335102000253e-05,9.345421963138951e-06,2.826198001133809e-05,9.62700574779918e-06,2.910380382852667e-05,9.91375999231628e-06,2.996023424520064e-05,1.020548974870995e-05,3.083076087943829e-05,1.0502021163283733e-05,3.171492604382036e-05,1.0803198331907282e-05,3.261231716147034e-05,1.1108880716657902e-05,3.352256049461111e-05,1.1418941009550563e-05,3.444531592607831e-05,1.173326335494122e-05,3.538027259135255e-05,1.205174186164625e-05,3.6327145202051066e-05,1.237427935059682e-05,3.728567093500685e-05,1.27007862951519e-05,3.8255606786669906e-05,1.3031179919916008e-05,3.923672731244704e-05,1.3365383430680327e-05
649,TOI-1386b,3.212441094641288e-05,5.2494053620926864e-06,3.3061919913398786e-05,5.402602399900327e-06,3.403025804796863e-05,5.560837189151689e-06,3.5027259076648374e-05,5.723755742107997e-06,3.605108152102073e-05,5.891057145339461e-06,3.710014694475366e-05,6.062483468757995e-06,3.8173091866924795e-05,6.237811907840368e-06,3.9268729941953206e-05,6.416848603503399e-06,4.038602193737146e-05,6.599423736213395e-06,4.152405169510305e-05,6.785387597851903e-06,4.268200672794332e-05,6.974607421013599e-06,4.3859162438811e-05,7.166964800296123e-06,4.5054869195138654e-05,7.3623535801441715e-06,4.6268541671054966e-05,7.560678113270304e-06,4.749965000411744e-05,7.76185181558894e-06,4.874771241400874e-05,7.965795960047758e-06,5.001228900684339e-05,8.172438664198086e-06,5.129297654691623e-05,8.381714035853556e-06,5.2589404022505367e-05,8.593561448504147e-06,5.390122886703706e-05,8.807924923821974e-06
650,K2-39b,2.894834798597673e-05,8.26367488590285e-06,2.960584626506396e-05,8.451366149634013e-06,3.0296626865356664e-05,8.648558276144066e-06,3.1017696956113256e-05,8.854396923753507e-06,3.176654531169163e-05,9.068165231096653e-06,3.2541046962938074e-05,9.289256598645364e-06,3.333938962655325e-05,9.517153687033874e-06,3.4160016344327935e-05,9.751412042697576e-06,3.5001580327068754e-05,9.991647207496085e-06,3.586290908605823e-05,1.023752447958136e-05,3.674297570255834e-05,1.0488750711911318e-05,3.764087563429886e-05,1.0745067691366324e-05,3.8555807854306446e-05,1.1006246754587569e-05,3.948705940708175e-05,1.1272084379340983e-05,4.043399268096719e-05,1.1542398551252402e-05,4.1396034854905964e-05,1.1817025751250425e-05,4.237266909765231e-05,1.209581844326882e-05,4.336342718838669e-05,1.2378642967707068e-05,4.436788329719605e-05,1.2665377765989187e-05,4.5385648717413236e-05,1.2955911876842882e-05
651,Kepler-444e,1.694230586414974e-05,3.7927985235818114e-06,1.735024547233485e-05,3.884122146000233e-06,1.7776884703572453e-05,3.9796319697110725e-06,1.822061532400374e-05,4.078967966566202e-06,1.8680084636121015e-05,4.181827314201821e-06,1.9154145277657556e-05,4.287953157739605e-06,1.9641816415239365e-05,4.39712592238244e-06,2.0142253435385072e-05,4.509156528273616e-06,2.06547240446769e-05,4.623881040148592e-06,2.1178589255399486e-05,4.741156410674681e-06,2.1713288131966867e-05,4.860857065701629e-06,2.2258325459036277e-05,4.982872143577191e-06,2.2813261698978694e-05,5.107103246970818e-06,2.337770475770241e-05,5.2334625995252616e-06,2.3951303189714344e-05,5.36187152470393e-06,2.4533740556808974e-05,5.492259182895713e-06,2.512473071767004e-05,5.624561516919105e-06,2.5724013873429433e-05,5.758720366759097e-06,2.6331353230796242e-05,5.894682722556736e-06,2.6946532172568128e-05,6.0324000911841226e-06
652,Kepler-102e,4.958161169256339e-05,8.299609785306421e-06,5.0715803796330424e-05,8.489465491111442e-06,5.1906721154298876e-05,8.6888166017404e-06,5.314928892224126e-05,8.896813624299223e-06,5.443924770630378e-05,9.11274356649699e-06,5.5772992265286756e-05,9.336002936552817e-06,5.71474470269192e-05,9.566076905504024e-06,5.855996901175305e-05,9.802523057355233e-06,6.000827139705289e-05,1.004495859421617e-05,6.149036279044384e-05,1.029305017114147e-05,6.300449857975524e-05,1.0546505752439896e-05,6.454914165205682e-05,1.0805068036319885e-05,6.612293044475132e-05,1.1068509106869273e-05,6.772465278113505e-05,1.1336626054313887e-05,6.93532243043141e-05,1.1609237365008242e-05,7.100767059279532e-05,1.1886179927712431e-05,7.268711224375362e-05,1.2167306536636993e-05,7.439075236370421e-05,1.2452483797470232e-05,7.611786602388019e-05,1.2741590362283311e-05,7.786779132818313e-05,1.303451543436858e-05
653,TOI-615b,4.372617478008689e-05,1.3972523865481843e-05,4.522632643178206e-05,1.4451891312110138e-05,4.6764101348854644e-05,1.4943281122369074e-05,4.833748234714417e-05,1.544604871314648e-05,4.994472961737949e-05,1.595963813536415e-05,5.1584330212349183e-05,1.648356593280563e-05,5.325495837784568e-05,1.7017408466028464e-05,5.495544409689295e-05,1.7560791860798217e-05,5.6684747921200146e-05,1.8113383965580387e-05,5.844194066320093e-05,1.8674887862212998e-05,6.0226186880544814e-05,1.9245036588442e-05,6.203673134524902e-05,1.9823588814192973e-05,6.387288788085667e-05,2.041032527452982e-05,6.573403009267601e-05,2.100504580753981e-05,6.761958362230778e-05,2.160756687929891e-05,6.95290196378211e-05,2.2217719503683525e-05,7.14618493320225e-05,2.2835347484314472e-05,7.34176192481486e-05,2.3460305920900793e-05,7.539590728860925e-05,2.4092459933849624e-05,7.739631929067464e-05,2.473168357004073e-05
654,K2-24c,2.8218970309528333e-05,4.0305682888566935e-06,2.9034167369065574e-05,4.1470044090021045e-06,2.9876646566020216e-05,4.267337287842842e-06,3.074446501107674e-05,4.391289418865449e-06,3.16359722694212e-05,4.518625067379721e-06,3.254975463963099e-05,4.64914231176834e-06,3.348459178336146e-05,4.782666848823935e-06,3.443942262927534e-05,4.919047123743579e-06,3.541331831811248e-05,5.058150465822499e-06,3.640546054846087e-05,5.199859995540085e-06,3.741512410465274e-05,5.3440721289866095e-06,3.844166265211597e-05,5.490694548986721e-06,3.948449710693006e-05,5.639644543901367e-06,4.0543106049337865e-05,5.790847638371768e-06,4.161701777217176e-05,5.944236457581242e-06,4.270580364609405e-05,6.0997497796001005e-06,4.38090725524068e-05,6.257331740213464e-06,4.492646618672219e-05,6.416931162135718e-06,4.605765507720667e-05,6.578500986288877e-06,4.7202335192419685e-05,6.741997787293857e-06
655,Wolf503b,3.8825214987708064e-05,6.374447986096422e-06,3.964988856472861e-05,6.50984553183802e-06,4.052126082126061e-05,6.652910216155909e-06,4.143494259306379e-05,6.802921412025597e-06,4.2387260044774355e-05,6.959275937405631e-06,4.337511191089028e-05,7.121464616605937e-06,4.439585955729149e-05,7.2890542302365335e-06,4.5447241423248e-05,7.461673468022765e-06,4.652730578541514e-05,7.639001889782968e-06,4.7634357439698924e-05,7.820761171486577e-06,4.876691506180106e-05,8.006708104572014e-06,4.992367683791731e-05,8.196628953084818e-06,5.110349255639819e-05,8.390334871597219e-06,5.230534078835644e-05,8.587658158647276e-06,5.3528310107423186e-05,8.788449173338397e-06,5.477158353861544e-05,8.992573782104626e-06,5.603442560634036e-05,9.199911232210582e-06,5.731617148792051e-05,9.41035237094253e-06,5.8616217883154684e-05,9.623798146543671e-06,5.9934015290527795e-05,9.840158340097579e-06
656,K2-79b,5.795799962086805e-05,1.0970332467954448e-05,5.969339553271905e-05,1.129880947270048e-05,6.148339288626164e-05,1.1637621478179883e-05,6.332428862583544e-05,1.1986067567314647e-05,6.521292907440706e-05,1.2343550809814226e-05,6.714660605875874e-05,1.2709558600675447e-05,6.912297592854629e-05,1.3083647332050691e-05,7.11399957938516e-05,1.346543032424528e-05,7.319587285507925e-05,1.3854568234843353e-05,7.528902378945468e-05,1.4250761371354576e-05,7.741804193576833e-05,1.4653743479918574e-05,7.958167057987453e-05,1.5063276688764664e-05,8.177878105266904e-05,1.5479147362581053e-05,8.400835465392618e-05,1.5901162681045537e-05,8.626946763998108e-05,1.6329147797283065e-05,8.856127868196635e-05,1.6762943463951566e-05,9.088301832921421e-05,1.720240403886709e-05,9.323398011013096e-05,1.7647395800570767e-05,9.561351297810413e-05,1.8097795518484633e-05,9.802101486834644e-05,1.855348923334634e-05
657,K2-99b,2.441475294530828e-05,6.728610804292838e-06,2.5154370060213467e-05,6.9324463999893855e-06,2.5916797176829194e-05,7.142568343301217e-06,2.670051332557362e-05,7.358557460936497e-06,2.750422203479182e-05,7.580056450357525e-06,2.8326808995735148e-05,7.80675821241395e-06,2.916730904001987e-05,8.038396750459021e-06,3.0024880124788038e-05,8.274740000761256e-06,3.089878264901501e-05,8.515584132159373e-06,3.178836286682595e-05,8.760748974836928e-06,3.2693039479266034e-05,9.010074325066414e-06,3.361229271376798e-05,9.263416935553061e-06,3.4545655366846785e-05,9.520648046836385e-06,3.5492705408186424e-05,9.781651349005309e-06,3.645305983563391e-05,1.0046321288158445e-05,3.7426369539267e-05,1.031456165096118e-05,3.841231498476456e-05,1.0586284374999357e-05,3.9410602566090276e-05,1.0861408543593098e-05,4.042096150815561e-05,1.113985953218281e-05,4.144314122390276e-05,1.1421568279951523e-05
658,K2-32d,4.927552471616282e-05,6.774268044749374e-06,5.0546188939284154e-05,6.948955581652937e-06,5.186862118716191e-05,7.130760048875706e-06,5.323863286706048e-05,7.319105609831775e-06,5.465268949415266e-05,7.513506352950287e-06,5.610778349449482e-05,7.713548804966858e-06,5.760133564678054e-05,7.918878381398078e-06,5.913111793203897e-05,8.129188780123283e-06,6.069519256708623e-05,8.344213599865655e-06,6.229186340082234e-05,8.56371965828443e-06,6.391963684683268e-05,8.787501621092883e-06,6.557719023903722e-05,9.015377651677174e-06,6.726334601470208e-05,9.24718586184544e-06,6.897705050868815e-05,9.482781396517554e-06,7.071735642400879e-05,9.722034023823983e-06,7.248340825401771e-05,9.964826130987002e-06,7.427443009019576e-05,1.0211051048167635e-05,7.608971537017186e-05,1.0460611639050847e-05,7.792861821316298e-05,1.0713419109664905e-05,7.979054606149419e-05,1.09693919967571e-05
659,TOI-942b,6.645595596761593e-05,1.8067356034921253e-05,6.801458581378752e-05,1.8491100151568363e-05,6.964793703034308e-05,1.8935158739393982e-05,7.134944807149753e-05,1.9397747913385664e-05,7.311360615796282e-05,1.987736891628849e-05,7.493574050301306e-05,2.0372751903052283e-05,7.681186260786992e-05,2.0882812521997442e-05,7.873854162751036e-05,2.1406618030563448e-05,8.071280616694823e-05,2.1943360596700418e-05,8.273206620888631e-05,2.2492336073368957e-05,8.479405052692868e-05,2.3052926983093437e-05,8.689675612082302e-05,2.3624588770940147e-05,8.903840706555817e-05,2.4206838616836745e-05,9.121742079167308e-05,2.479924626821239e-05,9.343238027631721e-05,2.5401426479591672e-05,9.568201096930927e-05,2.601303273949079e-05,9.79651615379058e-05,2.6633752035504942e-05,0.00010028078771089228,2.72633004620074e-05,0.00010262793865328657,2.7901419515845154e-05,0.00010500574541907017,2.854787295698731e-05
